mz,name
794.5694,PE(40:5)
794.5697,PC(37:5)
794.6058,PC-O(38:5)
794.6063,PC-O(38:5) or PC-P(38:4)
794.7233,TG(46:1)
794.7236,TG(46:1)
795.4953,PA(44:11)
795.543,SM(42:11)
795.6375,SM(41:4)
796.5856,PC(37:4)
796.6219,PC-P(38:3)
796.622,PC-O(38:4)
796.7393,TG(46:0)
797.5587,SM(42:10)
797.6531,SM(41:3)
798.6012,PC(37:3)
798.6012,PE(40:3)
798.6376,PC-O(38:3)
798.6604,TG(47:6)
799.5743,SM(42:9)
799.6685,SM(41:2)
800.6166,PE(40:2)
800.6529,PC-P(38:1)
800.6532,PC-P(38:1)
800.6761,TG(47:5)
801.59,SM(42:8)
801.6844,SM(41:1)
802.5386,PC(38:8)
802.5741,PC-P(39:7)
802.6323,PC(37:1)
802.6325,PE(40:1)
802.6686,PC-O(38:1)
802.6689,PC-O(38:1) or PC-P(38:0)
802.6923,TG(47:4)
803.6529,PA(43:0)
804.5535,PC(38:7)
804.5543,PC(38:7)
804.5898,PC-O(39:7)
804.59,PC-P(39:6)
804.6482,PC(37:0) or PE(40:0)
804.6846,PC-O(38:0)
804.7079,TG(47:3)
805.5746,PA(44:6)
806.5694,PC(38:6)
806.5699,PC(38:6)
806.6057,PC-O(39:6) or PC-P(39:5)
806.7236,TG(47:2)
807.5903,PA(44:5)
807.6375,SM(42:5)
808.5851,PC(38:5)
808.5855,PE(41:5)
808.5856,PC(38:5)
808.6214,PC-O(39:5)
808.6453,TG(48:8)
808.739,TG(47:1)
809.6059,PA(44:4)
809.6531,SM(42:4)
810.5067,PE(42:11)
810.6012,PE(41:4)
810.6013,PC(38:4)
810.6375,PC-P(39:3)
810.6602,TG(48:7)
810.661,TG(48:7)
810.7549,TG(47:0)
811.6688,SM(42:3)
812.5224,PE(42:10)
812.5587,PC-P(40:9)
812.6168,PE(41:3)
812.6169,PC(38:3)
812.6532,PC-O(39:3) or PC-P(39:2)
812.6761,TG(48:6)
812.6766,TG(48:6)
813.6844,SM(42:2)
814.538,PE(42:9)
814.5744,PC-O(40:9) or PC-P(40:8)
814.5749,PC-P(40:8)
814.6322,PE(41:2)
814.6688,PC-P(39:1)
814.6689,PC-O(39:2)
814.6918,TG(48:5)
814.6921,TG(48:5)
814.6923,TG(48:5)
815.7001,SM(42:1)
816.5537,PE(42:8)
816.59,PC-P(40:7)
816.5901,PC-O(40:8)
816.5906,PC-O(40:8) or PC-P(40:7)
816.6479,PC(38:1)
816.6481,PE(41:1)
816.6482,PC(38:1)
816.6845,PC-O(39:1) or PC-P(39:0)
816.7079,TG(48:4)
816.708,TG(48:4)
818.5691,PC(39:7)
818.6057,PC-O(40:7) or PC-P(40:6)
818.6063,PC-O(40:7)
818.6639,PC(38:0)
818.7002,PC-O(39:0)
818.7236,TG(48:3)
819.6369,SM(43:6)
820.585,PC(39:6)
820.6214,PC-O(40:6) or PC-P(40:5)
820.739,TG(48:2)
820.7393,TG(48:2)
821.6526,SM(43:5)
822.6007,PC(39:5)
822.6012,PE(42:5)
822.6371,PC-O(40:5)
822.7546,TG(48:1)
822.7549,TG(48:1)
823.5738,SM(44:11)
824.6168,PE(42:4)
824.6532,PC-P(40:3)
824.6758,TG(49:7)
824.7706,TG(48:0)
826.6325,PC(39:3)
826.6325,PE(42:3)
826.6686,PC-P(40:2)
826.6689,PC-O(40:3)
826.6917,TG(49:6)
826.6917,TG(49:6)
828.5537,PC(40:9)
828.6481,PE(42:2)
828.6482,PC(39:2)
828.6843,PC-O(40:2)
828.6845,PC-P(40:1)
828.7074,TG(49:5)
828.7079,TG(49:5)
829.6685,PA(45:1)
830.5694,PC(40:8)
830.5699,PC(40:8)
830.6638,PC(39:1) or PE(42:1)
830.7002,PC-O(40:1) or PC-P(40:0)
830.7233,TG(49:4)
830.7236,TG(49:4)
831.5897,PA(46:7)
831.7314,SM(43:0)
832.585,PC(40:7)
832.5856,PC(40:7)
832.6795,PC(39:0)
832.7159,PC-O(40:0)
832.739,TG(49:3)
832.7392,TG(49:3)
833.6054,PA(46:6)
833.6531,SM(44:6)
834.6006,PE(43:6)
834.6007,PC(40:6)
834.6375,PC-P(41:5)
834.6604,TG(50:9)
834.7546,TG(49:2)
835.6688,SM(44:5)
836.5587,PC-P(42:11)
836.6163,PE(43:5)
836.6164,PC(40:5)
836.6532,PC-O(41:5) or PC-P(41:4)
836.6761,TG(50:8)
836.6766,TG(50:8)
836.7702,TG(49:1)
836.7705,TG(49:1)
836.7705,TG(49:1)
837.6844,SM(44:4)
838.5375,PE(44:11)
838.5744,PC-O(42:11) or PC-P(42:10)
838.6688,PC-P(41:3)
838.6689,PC-O(41:4)
838.6917,TG(50:7)
838.6923,TG(50:7)
838.7862,TG(49:0)
840.59,PC-P(42:9)
840.5901,PC-O(42:10)
840.6482,PC(40:3)
840.6842,PC-P(41:2)
840.6845,PC-O(41:3)
840.7074,TG(50:6)
840.7079,TG(50:6)
842.6057,PC-O(42:9) or PC-P(42:8)
842.6057,PC-P(42:8)
842.6636,PC(40:2)
842.6999,PC-O(41:2)
842.7001,PC-P(41:1)
842.7231,TG(50:5)
842.7234,TG(50:5)
842.7236,TG(50:5)
842.7236,TG(50:5)
843.6842,PA(46:1)
844.6214,PC-O(42:8)
844.6795,PC(40:1)
844.7158,PC-O(41:1)
844.739,TG(50:4)
844.7392,TG(50:4)
844.7393,TG(50:4)
844.7393,TG(50:4)
846.6951,PE(43:0)
846.6952,PC(40:0)
846.7546,TG(50:3)
846.7549,TG(50:3)
846.7549,TG(50:3)
846.7549,TG(50:3)
848.6168,PE(44:6)
848.6532,PC-P(42:5)
848.77,TG(50:2)
848.7702,TG(50:2)
848.7703,TG(50:2)
848.7706,TG(50:2)
850.6325,PC(41:5)
850.6325,PE(44:5)
850.6688,PC-P(42:4)
850.6689,PC-O(42:5)
850.7859,TG(50:1)
850.786,TG(50:1)
850.7861,TG(50:1)
850.7862,TG(50:1)
850.7862,TG(50:1)
852.5537,PC(42:11)
852.6481,PE(44:4)
852.6482,PC(41:4)
852.6845,PC-O(42:4)
852.6845,PC-P(42:3)
852.7071,TG(51:7)
852.8018,TG(50:0)
852.8018,TG(50:0)
852.8019,TG(50:0)
854.5694,PC(42:10)
854.6638,PC(41:3)
854.7001,PC-P(42:2)
854.7002,PC-O(42:3)
854.723,TG(51:6)
854.723,TG(51:6)
854.7233,TG(51:6)
856.585,PC(42:9)
856.6792,PC(41:2)
856.7158,PC-O(42:2)
856.7158,PC-P(42:1)
856.7387,TG(51:5)
856.7387,TG(51:5)
856.739,TG(51:5)
856.739,TG(51:5)
856.7392,TG(51:5)
857.747,SM(45:1)
858.6007,PC(42:8)
858.6604,TG(52:11)
858.6951,PC(41:1)
858.7315,PC-O(42:1)
858.7544,TG(51:4)
858.7546,TG(51:4)
858.7546,TG(51:4)
858.7546,TG(51:4)
858.7549,TG(51:4)
859.6682,SM(46:7)
860.6526,PC-P(43:6)
860.6761,TG(52:10)
860.7703,TG(51:3)
860.7705,TG(51:3)
860.7705,TG(51:3)
860.7705,TG(51:3)
860.7705,TG(51:3)
861.6839,SM(46:6)
862.6683,PC-O(43:6)
862.6683,PC-P(43:5)
862.6917,TG(52:9)
862.6917,TG(52:9)
862.7857,TG(51:2)
862.7859,TG(51:2)
862.7859,TG(51:2)
862.7862,TG(51:2)
864.5895,PC-P(44:11)
864.6482,PC(42:5)
864.684,PC-O(43:5)
864.7074,TG(52:8)
864.7074,TG(52:8)
864.7079,TG(52:8)
864.8016,TG(51:1)
864.8016,TG(51:1)
864.8016,TG(51:1)
864.8018,TG(51:1)
864.8018,TG(51:1)
866.6052,PC-O(44:11)
866.6638,PC(42:4)
866.723,TG(52:7)
866.7236,TG(52:7)
866.7236,TG(52:7)
866.8175,TG(51:0)
866.8175,TG(51:0)
866.8175,TG(51:0)
868.6795,PC(42:3)
868.7387,TG(52:6)
868.7387,TG(52:6)
868.739,TG(52:6)
868.7392,TG(52:6)
868.7392,TG(52:6)
870.6951,PC(42:2)
870.7544,TG(52:5)
870.7546,TG(52:5)
870.7547,TG(52:5)
870.7548,TG(52:5)
870.7549,TG(52:5)
870.7549,TG(52:5)
871.7627,SM(46:1)
872.7107,PE(45:1)
872.7108,PC(42:1)
872.7471,PC-P(43:0)
872.7702,TG(52:4)
872.7703,TG(52:4)
872.7703,TG(52:4)
872.7705,TG(52:4)
872.7705,TG(52:4)
872.7706,TG(52:4)
874.6319,PE(46:7)
874.6688,PC-P(44:6)
874.7628,PC-O(43:0)
874.7859,TG(52:3)
874.7861,TG(52:3)
874.7862,TG(52:3)
874.7862,TG(52:3)
874.7862,TG(52:3)
876.6476,PC(43:6)
876.6476,PE(46:6)
876.6845,PC-O(44:6)
876.6845,PC-P(44:5)
876.8016,TG(52:2)
876.8018,TG(52:2)
876.8019,TG(52:2)
878.6633,PC(43:5)
878.7001,PC-P(44:4)
878.7002,PC-O(44:5)
878.7235,TG(53:8)
878.8172,TG(52:1)
878.8175,TG(52:1)
878.8175,TG(52:1)
878.8175,TG(52:1)
880.5845,PC(44:11)
880.7158,PC-O(44:4)
880.7384,TG(53:7)
880.7387,TG(53:7)
880.7392,TG(53:7)
880.8331,TG(52:0)
880.8332,TG(52:0)
882.7541,TG(53:6)
882.7541,TG(53:6)
882.7543,TG(53:6)
882.7544,TG(53:6)
882.7546,TG(53:6)
882.7549,TG(53:6)
884.77,TG(53:5)
884.77,TG(53:5)
884.77,TG(53:5)
884.7702,TG(53:5)
884.7703,TG(53:5)
884.7705,TG(53:5)
884.7705,TG(53:5)
886.6912,TG(54:11)
886.7264,PE(46:1)
886.7859,TG(53:4)
886.7859,TG(53:4)
886.7861,TG(53:4)
886.7861,TG(53:4)
886.7862,TG(53:4)
888.7074,TG(54:10)
888.7421,PC(43:0)
888.8016,TG(53:3)
888.8018,TG(53:3)
888.8018,TG(53:3)
888.8018,TG(53:3)
890.6638,PC(44:6)
890.723,TG(54:9)
890.723,TG(54:9)
890.7233,TG(54:9)
890.8172,TG(53:2)
890.8175,TG(53:2)
892.6795,PC(44:5)
892.7387,TG(54:8)
892.7387,TG(54:8)
892.739,TG(54:8)
892.7392,TG(54:8)
892.8329,TG(53:1)
892.8329,TG(53:1)
892.8329,TG(53:1)
892.8331,TG(53:1)
894.6951,PC(44:4)
894.7541,TG(54:7)
894.7543,TG(54:7)
894.7547,TG(54:7)
894.7549,TG(54:7)
894.7549,TG(54:7)
894.8487,TG(53:0)
894.8488,TG(53:0)
894.8488,TG(53:0)
896.7698,TG(54:6)
896.7699,TG(54:6)
896.77,TG(54:6)
896.7703,TG(54:6)
896.7703,TG(54:6)
896.7705,TG(54:6)
896.7705,TG(54:6)
896.7706,TG(54:6)
898.7627,PC-P(45:1)
898.7856,TG(54:5)
898.7859,TG(54:5)
898.786,TG(54:5)
898.7862,TG(54:5)
898.7862,TG(54:5)
898.7862,TG(54:5)
900.6839,PC-P(46:7)
900.7784,PC-O(45:1)
900.8015,TG(54:4)
900.8018,TG(54:4)
900.8018,TG(54:4)
900.8019,TG(54:4)
902.6996,PC-O(46:7)
902.6996,PC-P(46:6)
902.8175,TG(54:3)
902.8175,TG(54:3)
902.8175,TG(54:3)
904.7153,PC-O(46:6)
904.7386,TG(55:9)
904.7389,TG(55:9)
904.8326,TG(54:2)
904.8331,TG(54:2)
904.8332,TG(54:2)
906.7543,TG(55:8)
906.7546,TG(55:8)
906.7548,TG(55:8)
906.7548,TG(55:8)
906.8485,TG(54:1)
906.8487,TG(54:1)
906.8488,TG(54:1)
906.8488,TG(54:1)
908.7697,TG(55:7)
908.7699,TG(55:7)
908.7702,TG(55:7)
908.7702,TG(55:7)
908.7705,TG(55:7)
908.7705,TG(55:7)
908.8644,TG(54:0)
908.8645,TG(54:0)
910.7854,TG(55:6)
910.7856,TG(55:6)
910.7856,TG(55:6)
910.7859,TG(55:6)
910.7861,TG(55:6)
910.7861,TG(55:6)
912.7784,PC-P(46:1)
912.8013,TG(55:5)
912.8013,TG(55:5)
912.8015,TG(55:5)
912.8018,TG(55:5)
912.8018,TG(55:5)
914.7225,TG(56:11)
914.7577,PC(45:1)
914.7941,PC-O(46:1)
914.8172,TG(55:4)
914.8175,TG(55:4)
914.8175,TG(55:4)
916.6789,PC(46:7)
916.7384,TG(56:10)
916.7387,TG(56:10)
916.7392,TG(56:10)
916.8331,TG(55:3)
916.8331,TG(55:3)
916.8331,TG(55:3)
918.6946,PC(46:6)
918.7541,TG(56:9)
918.7543,TG(56:9)
918.7543,TG(56:9)
918.7546,TG(56:9)
918.7549,TG(56:9)
918.8483,TG(55:2)
918.8485,TG(55:2)
918.8488,TG(55:2)
920.7697,TG(56:8)
920.77,TG(56:8)
920.77,TG(56:8)
920.7703,TG(56:8)
920.7705,TG(56:8)
920.7705,TG(56:8)
920.8641,TG(55:1)
920.8642,TG(55:1)
920.8642,TG(55:1)
920.8644,TG(55:1)
920.8644,TG(55:1)
922.7853,TG(56:7)
922.7854,TG(56:7)
922.7856,TG(56:7)
922.7857,TG(56:7)
922.7861,TG(56:7)
922.7862,TG(56:7)
922.8801,TG(55:0)
922.8801,TG(55:0)
924.801,TG(56:6)
924.8013,TG(56:6)
924.8013,TG(56:6)
924.8013,TG(56:6)
924.8018,TG(56:6)
924.8019,TG(56:6)
926.817,TG(56:5)
926.8175,TG(56:5)
926.8175,TG(56:5)
926.8175,TG(56:5)
928.7386,TG(57:11)
928.7734,PC(46:1)
928.8329,TG(56:4)
928.8331,TG(56:4)
928.8331,TG(56:4)
928.8332,TG(56:4)
930.754,TG(57:10)
930.7543,TG(57:10)
930.8485,TG(56:3)
930.8486,TG(56:3)
930.8487,TG(56:3)
930.8488,TG(56:3)
932.7697,TG(57:9)
932.7699,TG(57:9)
932.7699,TG(57:9)
932.7702,TG(57:9)
932.8641,TG(56:2)
932.8642,TG(56:2)
932.8642,TG(56:2)
932.8644,TG(56:2)
934.7853,TG(57:8)
934.7856,TG(57:8)
934.7856,TG(57:8)
934.7859,TG(57:8)
934.8799,TG(56:1)
934.88,TG(56:1)
934.88,TG(56:1)
934.8801,TG(56:1)
936.801,TG(57:7)
936.8012,TG(57:7)
936.8018,TG(57:7)
936.8958,TG(56:0)
938.8167,TG(57:6)
938.8169,TG(57:6)
938.8169,TG(57:6)
940.7384,TG(58:12)
940.8326,TG(57:5)
940.8326,TG(57:5)
940.8331,TG(57:5)
942.7538,TG(58:11)
942.7541,TG(58:11)
942.7543,TG(58:11)
942.7548,TG(58:11)
942.8485,TG(57:4)
942.8487,TG(57:4)
942.8488,TG(57:4)
944.7697,TG(58:10)
944.7699,TG(58:10)
944.77,TG(58:10)
944.77,TG(58:10)
944.7705,TG(58:10)
944.8644,TG(57:3)
944.8644,TG(57:3)
944.8644,TG(57:3)
944.8644,TG(57:3)
946.7854,TG(58:9)
946.7856,TG(58:9)
946.7856,TG(58:9)
946.7862,TG(58:9)
946.7862,TG(58:9)
946.8798,TG(57:2)
946.8798,TG(57:2)
946.88,TG(57:2)
948.8013,TG(58:8)
948.8013,TG(58:8)
948.8013,TG(58:8)
948.8955,TG(57:1)
948.8957,TG(57:1)
948.8957,TG(57:1)
950.8169,TG(58:7)
950.817,TG(58:7)
950.9114,TG(57:0)
952.8326,TG(58:6)
952.8326,TG(58:6)
952.8326,TG(58:6)
952.8329,TG(58:6)
954.754,TG(59:12)
954.8482,TG(58:5)
954.8485,TG(58:5)
954.8487,TG(58:5)
954.8488,TG(58:5)
954.8488,TG(58:5)
956.7694,TG(59:11)
956.7697,TG(59:11)
956.8641,TG(58:4)
956.8642,TG(58:4)
956.8644,TG(58:4)
956.8645,TG(58:4)
958.7853,TG(59:10)
958.7856,TG(59:10)
958.8798,TG(58:3)
958.8801,TG(58:3)
958.8801,TG(58:3)
960.801,TG(59:9)
960.8012,TG(59:9)
960.8954,TG(58:2)
960.8957,TG(58:2)
962.8169,TG(59:8)
962.9114,TG(58:1)
962.9114,TG(58:1)
964.7386,TG(60:14)
964.8323,TG(59:7)
964.8331,TG(59:7)
964.927,TG(58:0)
966.7543,TG(60:13)
966.7543,TG(60:13)
966.8482,TG(59:6)
966.8485,TG(59:6)
966.8487,TG(59:6)
966.8488,TG(59:6)
968.7692,TG(60:12)
968.7699,TG(60:12)
968.77,TG(60:12)
968.7705,TG(60:12)
968.8639,TG(59:5)
968.8641,TG(59:5)
968.8644,TG(59:5)
968.8644,TG(59:5)
968.8644,TG(59:5)
970.7851,TG(60:11)
970.7856,TG(60:11)
970.7856,TG(60:11)
970.7856,TG(60:11)
970.8798,TG(59:4)
970.88,TG(59:4)
970.88,TG(59:4)
970.8801,TG(59:4)
972.8012,TG(60:10)
972.8013,TG(60:10)
972.8013,TG(60:10)
972.8954,TG(59:3)
972.8957,TG(59:3)
974.8169,TG(60:9)
974.8169,TG(60:9)
974.9113,TG(59:2)
976.8326,TG(60:8)
976.927,TG(59:1)
976.927,TG(59:1)
978.848,TG(60:7)
978.8482,TG(60:7)
978.8488,TG(60:7)
978.9427,TG(59:0)
980.8636,TG(60:6)
980.8637,TG(60:6)
980.8639,TG(60:6)
980.8639,TG(60:6)
980.8644,TG(60:6)
980.8644,TG(60:6)
982.7848,TG(61:12)
982.8798,TG(60:5)
982.8801,TG(60:5)
982.8801,TG(60:5)
982.8801,TG(60:5)
984.8007,TG(61:11)
984.8957,TG(60:4)
984.8957,TG(60:4)
984.8958,TG(60:4)
986.9114,TG(60:3)
988.8325,TG(61:9)
988.927,TG(60:2)
990.7543,TG(62:15)
990.8482,TG(61:8)
990.8487,TG(61:8)
990.9424,TG(60:1)
990.9427,TG(60:1)
992.7694,TG(62:14)
992.77,TG(62:14)
992.8636,TG(61:7)
992.8638,TG(61:7)
992.8639,TG(61:7)
992.9583,TG(60:0)
994.7851,TG(62:13)
994.7856,TG(62:13)
994.8793,TG(61:6)
994.8795,TG(61:6)
994.8795,TG(61:6)
994.8795,TG(61:6)
996.8007,TG(62:12)
996.8954,TG(61:5)
996.8957,TG(61:5)
998.8164,TG(62:11)
998.9113,TG(61:4)
1000.927,TG(61:3)
1002.8487,TG(62:9)
1002.8488,TG(62:9)
1002.9424,TG(61:2)
1004.8636,TG(62:8)
1004.8639,TG(62:8)
1004.8639,TG(62:8)
1004.9583,TG(61:1)
1004.9583,TG(61:1)
1006.8795,TG(62:7)
1006.88,TG(62:7)
1006.88,TG(62:7)
1006.8801,TG(62:7)
1006.974,TG(61:0)
1008.8952,TG(62:6)
1008.8952,TG(62:6)
1008.8952,TG(62:6)
1010.9113,TG(62:5)
1010.9114,TG(62:5)
1012.8325,TG(63:11)
1012.927,TG(62:4)
1014.8482,TG(63:10)
1016.7694,TG(64:16)
1016.8638,TG(63:9)
1016.9581,TG(62:2)
1018.7851,TG(64:15)
1018.8792,TG(63:8)
1018.974,TG(62:1)
1020.8007,TG(64:14)
1020.8951,TG(63:7)
1022.9108,TG(63:6)
1024.927,TG(63:5)
1026.8482,TG(64:11)
1026.9426,TG(63:4)
1028.8638,TG(64:10)
1028.8639,TG(64:10)
1028.9583,TG(63:3)
1030.8795,TG(64:9)
1030.8796,TG(64:9)
1030.88,TG(64:9)
1030.9737,TG(63:2)
1032.8951,TG(64:8)
1032.8957,TG(64:8)
1032.9896,TG(63:1)
1034.9108,TG(64:7)
1036.9265,TG(64:6)
1040.8633,TG(65:11)
1040.9583,TG(64:4)
1042.974,TG(64:3)
1044.9896,TG(64:2)
1047.0053,TG(64:1)
1050.9426,TG(65:6)
1052.8638,TG(66:12)
1052.9583,TG(65:5)
1054.879,TG(66:11)
1054.8795,TG(66:11)
1054.9739,TG(65:4)
1056.8951,TG(66:10)
1058.9108,TG(66:9)
1064.9583,TG(66:6)
1066.974,TG(66:5)
1068.9896,TG(66:4)
1076.9577,TG(67:7)
1078.9734,TG(67:6)
1080.8946,TG(68:12)
1089.0522,TG(67:1)
1090.9734,TG(68:7)
1092.9891,TG(68:6)
