"targets.name","targets.mz","nearest_mz","mz_deviation","signal"
"DG(39:5)",674.5717,674.5645,0.00720000000001164,229.02612964527
"PA(34:1)",675.4962,675.4964,-0.000199999999949796,256.749049831081
"DG-H20(42:8)",675.5346,675.541,-0.00640000000009877,97911.6679042873
"SM(32:1)",675.5434,675.541,0.00239999999996598,97911.6679042873
"DG-H20(41:1)",675.629,675.6229,0.00610000000006039,0
"PE(31:1)",676.4914,676.4914,0,0
"PC-O(29:1)",676.5278,676.5478,-0.0200000000000955,30236.1703283822
"PA(34:0)",677.5121,677.5077,0.00440000000003238,353.412291677407
"SM(32:0)",677.5592,677.5518,0.00740000000007512,306.499630489865
"PE(31:0)",678.5073,678.511,-0.00369999999998072,273.191036739865
"PC-O(29:0)",678.5437,678.5437,0,0
"DG(39:3)",678.6035,678.6113,-0.00779999999997472,0
"PE(32:6)",680.4285,680.4374,-0.00890000000003965,0
"PC-P(30:5)",680.4654,680.4792,-0.0137999999999465,2428704.07663748
"DG(40:9)",680.5247,680.5247,0,0
"CE_oxid(18:3)",680.5975,680.5975,0,0
"DG(39:2)",680.6192,680.6335,-0.0143000000000484,1570.87234798602
"PA(35:5)",681.4494,681.4561,-0.00670000000002346,267.025204269875
"DG-H20(42:5)",681.5821,681.5821,0,0
"PE(32:5)",682.4442,682.4442,0,0
"PC-O(30:5) or PC-P(30:4)",682.4811,NA,NA,157683.043311487
"DG(40:8)",682.5404,682.5484,-0.0080000000000382,0
"TG(38:1)",682.5982,682.5995,-0.00130000000001473,2211.26668924876
"CE_oxid(18:2)",682.6132,682.5995,0.0136999999999716,2211.26668924876
"DG(39:1)",682.6348,682.6348,0,0
"PA(35:4)",683.4651,683.4732,-0.0081000000000131,7.95425000736197
"DG-H20(42:4)",683.5977,683.6076,-0.00990000000001601,0
"PE(32:4)",684.4604,684.4686,-0.00819999999998799,239.406593116554
"PC-P(30:3)",684.4967,684.4953,0.00139999999998963,263.312684755068
"DG(40:7)",684.556,684.556,0,0
"TG(38:0)",684.6141,684.6108,0.00329999999996744,4095.99645152799
"DG(39:0)",684.6505,684.6505,0,0
"PA(35:3)",685.4805,685.4898,-0.00929999999993925,225.898279138514
"SM(33:3)",685.5279,685.5279,0,0
"DG-H20(42:3)",685.6134,685.6223,-0.00890000000003965,324.850137246622
"PE(32:3)",686.476,686.4688,0.00720000000001164,232.962349122555
"PC-O(30:3) or PC-P(30:2)",686.5124,686.5124,0,0
"DG(40:6)",686.5717,686.5717,0,0
"PA(35:2)",687.4964,687.4964,0,0
"SM(33:2)",687.5436,687.5461,-0.00250000000005457,567.934262824263
"DG-H20(42:2)",687.629,687.629,0,0
"PE(32:2)",688.4917,688.4989,-0.00720000000001164,380.971600506757
"PC-P(30:1)",688.528,688.5174,0.0106000000000677,1663.63207604613
"DG(40:5)",688.5874,688.6022,-0.0148000000000366,178017.448303997
"CE(20:5)",688.6026,688.6017,0.000900000000001455,178017.448303997
"PA(35:1)",689.512,689.512,0,0
"SM(33:1)",689.559,689.5606,-0.00160000000005311,35184.613272827
"DG-H20(42:1)",689.6447,689.6358,0.00889999999992597,0
"PC(29:1) or PE(32:1)",690.5071,690.5071,0,0
"PC-O(30:1) or PC-P(30:0)",690.5437,690.5536,-0.00990000000001601,808.629859272516
"CE(20:4)",690.6183,NA,NA,1689649.23347466
"PA(35:0)",691.5277,691.5277,0,0
"SM(33:0)",691.5749,691.5749,0,0
"PE(32:0)",692.5229,692.5198,0.00310000000001764,0
"PC-O(30:0)",692.5594,692.5594,0,0
"DG(40:3)",692.6192,692.6356,-0.016399999999976,143375.483990936
"CE(20:3)",692.6339,692.6356,-0.00169999999991433,143375.483990936
"Cer(45:1)",692.6915,692.6915,0,0
"PA(36:6)",693.4489,693.4489,0,0
"SM(34:6)",693.4961,693.4988,-0.00270000000000437,3089.26494899318
"DG-H20(43:6)",693.5815,693.5815,0,0
"Cer(46:7)",694.6127,694.6086,0.004099999999994,763.732198645671
"DG(40:2)",694.6346,694.6392,-0.00459999999998217,6678.51893097423
"PA(36:5)",695.4646,695.4646,0,0
"SM(34:5)",695.5118,695.5118,0,0
"DG-H20(43:5)",695.5972,695.5994,-0.0021999999999025,239.572819890203
"PC(30:5)",696.4604,696.4604,0,0
"TG(39:1)",696.6138,696.622,-0.00819999999998799,813.686417667619
"Cer(46:6)",696.6284,696.6242,0.00420000000008258,1031.21907935957
"DG(40:1)",696.6505,696.6462,0.00429999999994379,0
"PA(36:4)",697.4807,697.4807,0,0
"DG-H20(44:11)",697.5184,697.5184,0,0
"SM(34:4)",697.528,697.528,0,0
"PC(30:4)",698.4761,698.4834,-0.00729999999998654,0
"TG(39:0)",698.6297,698.6297,0,0
"DG(40:0)",698.6662,698.6662,0,0
"PA(36:3)",699.4964,699.4964,0,0
"SM(34:3)",699.5434,699.5434,0,0
"PE(33:3)",700.4916,700.4916,0,0
"PA(36:2)",701.5121,701.5121,0,0
"SM(34:2)",701.5593,701.5589,0.000400000000013279,145911.385303234
"PE(33:2)",702.5073,702.4924,0.0149000000000115,34772.6636187314
"PC-P(31:1)",702.5434,702.564,-0.0205999999999449,55391.4010340045
"DG(41:5)",702.6035,702.6077,-0.0041999999999689,345.655959670608
"PA(36:1)",703.5277,703.523,0.00469999999995707,0
"SM(34:1)",703.5747,703.5763,-0.00159999999993943,931971.164860357
"PE(33:1)",704.5227,704.5251,-0.00239999999996598,3430.96117395797
"DG(42:11)",704.5247,704.5251,-0.000399999999899592,3430.96117395797
"PC-O(31:1)",704.5591,704.5784,-0.0193000000000438,342333.980388415
"CE_oxid(20:5)",704.5975,704.5784,0.0190999999999804,342333.980388415
"DG(41:4)",704.6192,704.6128,0.00639999999998508,0
"PA(36:0)",705.5434,705.5419,0.00149999999996453,0
"SM(34:0)",705.5906,705.5817,0.00890000000003965,55894.9808125327
"DG-H20(43:0)",705.676,705.676,0,0
"PC-P(32:6)",706.4805,706.4724,0.0081000000000131,211.702570734797
"PE(33:0)",706.5386,706.5358,0.00279999999997926,60740.1224530155
"DG(42:10)",706.5404,706.5358,0.00459999999998217,60740.1224530155
"PC-O(31:0)",706.575,706.5891,-0.0140999999999849,3546.84543189267
"TG(40:3)",706.5984,706.5891,0.00929999999993925,3546.84543189267
"CE_oxid(20:4)",706.6132,706.6045,0.00869999999997617,542.072002992682
"DG(41:3)",706.6348,706.6365,-0.00169999999991433,357.657569679054
"Cer(46:1)",706.7072,706.7072,0,0
"PA(37:6)",707.4645,707.4744,-0.00989999999990232,0
"DG-H20(44:6)",707.5977,707.5977,0,0
"PE(34:6)",708.4598,708.469,-0.00920000000007803,0
"PC-O(32:6) or PC-P(32:5)",708.4962,708.5039,-0.00769999999999982,387.397996436122
"DG(42:9)",708.556,708.556,0,0
"TG(40:2)",708.6141,708.6111,0.00300000000004275,316.682669974662
"DG(41:2)",708.6502,708.6502,0,0
"PA(37:5)",709.4802,709.4802,0,0
"SM(35:5)",709.5279,709.5193,0.00860000000000127,469.250421616556
"DG-H20(44:5)",709.6134,709.6238,-0.0104000000000042,8679.85929332787
"PE(34:5)",710.4755,710.4755,0,0
"PC-O(32:5)",710.5119,710.5214,-0.00950000000000273,219.451185071791
"DG(42:8)",710.5717,710.5717,0,0
"TG(40:1)",710.6297,710.6257,0.00399999999990541,3328.28791533742
"DG(41:1)",710.6661,710.6661,0,0
"PA(37:4)",711.4964,711.4964,0,0
"SM(35:4)",711.5436,711.5436,0,0
"DG-H20(44:4)",711.629,711.637,-0.00799999999992451,498.419442321347
"PE(34:4)",712.4917,712.4917,0,0
"PC-P(32:3)",712.528,712.528,0,0
"TG(40:0)",712.6454,712.6469,-0.00149999999996453,334.352908572635
"CE(21:0)",712.6965,712.6965,0,0
"PA(37:3)",713.512,713.512,0,0
"SM(35:3)",713.559,713.559,0,0
"PE(34:3)",714.5071,714.5188,-0.0117000000000189,1130.23476936623
"PC-O(32:3) or PC-P(32:2)",714.5437,714.551,-0.00730000000010023,230.138012035473
"CE(22:6)",714.6177,714.6162,0.00149999999996453,101256.334243838
"SM(35:2)",715.5749,715.5671,0.00779999999997472,328.80078125
"PE(34:2)",716.523,716.5227,0.000300000000038381,9581.24912769818
"PC-P(32:1)",716.5591,716.5562,0.00289999999995416,308.867372255068
"DG(42:5)",716.6192,716.6228,-0.00360000000000582,1272.99916003789
"CE(22:5)",716.6334,716.6242,0.00920000000007803,1272.99916003789
"PA(38:8)",717.4494,717.4494,0,0
"PA(37:1)",717.5431,717.5441,-0.000999999999976353,0
"SM(35:1)**IS",717.5905,717.5921,-0.00159999999993943,358806.539758817
"PC(31:1) or PE(34:1)",718.5384,718.5397,-0.00130000000001473,1695.08580803021
"PC-O(32:1)",718.5748,718.5955,-0.0207000000000335,140117.434481229
"DG(42:4)",718.6348,718.625,0.00980000000004111,0
"PA(38:7)",719.4643,719.4721,-0.00779999999997472,0
"PA(38:7)",719.4651,719.4748,-0.00969999999995252,0
"PA(37:0)",719.559,719.5685,-0.00950000000000273,0
"SM(35:0)",719.6062,719.5962,0.00999999999999091,22594.235381361
"PC(31:0) or PE(34:0)",720.5543,720.5531,0.00120000000003984,480.281197212838
"PC-O(32:0)",720.5906,720.5915,-0.000900000000001455,6772.56275073995
"DG(42:3)",720.6505,720.6505,0,0
"PA(38:6)",721.4802,721.507,-0.0267999999999802,272427.804099945
"SM(36:6)",721.5274,721.507,0.0203999999999951,272427.804099945
"PC(32:6)",722.4755,722.5023,-0.0267999999999802,114391.399869074
"DG(42:2)",722.6661,722.6661,0,0
"PA(38:5)",723.4959,723.509,-0.0131000000000085,44403.1155839487
"SM(36:5)",723.5431,723.5184,0.0246999999999389,21652.9871432764
"PC(32:5)",724.4912,724.4753,0.0159000000001015,30211.6890623102
"TG(41:1)",724.6451,724.6451,0,0
"DG(42:1)",724.6818,724.6818,0,0
"PA(38:4)",725.5121,725.5193,-0.00720000000001164,0
"SM(36:4)",725.5592,725.5569,0.00229999999999109,34496.192297253
"PE(35:4)",726.5073,726.5161,-0.00880000000006476,0
"PC-P(33:3)",726.5436,726.5584,-0.0148000000000366,5569.04853705649
"TG(41:0)",726.661,726.661,0,0
"CE(22:0)",726.7122,726.7122,0,0
"PA(38:3)",727.5277,727.5375,-0.00980000000004111,544.219263668902
"SM(36:3)",727.5749,727.5671,0.00779999999997472,0
"PE(35:3)",728.5227,728.5221,0.000599999999963075,6533.41108734353
"PC-O(33:3) or PC-P(33:2)",728.5593,728.5616,-0.00229999999999109,1480.66261842946
"DG(43:6)",728.6186,728.6186,0,0
"SM(36:2)",729.5906,729.5883,0.00229999999999109,69779.7226329967
"PE(35:2)",730.5386,730.54,-0.00139999999998963,80595.6531919309
"PC-P(33:1)",730.5747,730.593,-0.0182999999999538,19498.9301020969
"TG(42:5)",730.5984,NA,NA,19498.9301020969
"CE_oxid(22:6)",730.6126,730.593,0.0196000000000822,19498.9301020969
"DG(43:5)",730.6343,730.6343,0,0
"PA(38:1)",731.5587,731.5377,0.0210000000000719,28810.7318066972
"SM(36:1)",731.6062,731.6032,0.00299999999992906,142988.605620379
"DG-H20(45:1)",731.6916,731.6916,0,0
"PC(32:1)",732.5541,NA,NA,651551.148920799
"DG(44:11)",732.5555,NA,NA,651551.148920799
"PC-O(33:1)",732.5904,732.6099,-0.0194999999999936,61802.6516866384
"TG(42:4)",732.6141,732.6096,0.00450000000000728,61802.6516866384
"CE_oxid(22:5)",732.6283,732.6099,0.0183999999999287,61802.6516866384
"PA(39:7)",733.4799,733.4799,0,0
"PA(38:0)",733.5747,733.5578,0.0168999999999642,247958.11732064
"DG-H20(46:7)",733.6128,733.6127,9.99999999748979e-05,2717.31482939489
"SM(36:0)",733.6219,733.6127,0.00919999999996435,2717.31482939489
"PC-P(34:6)",734.5118,734.5118,0,0
"PC(32:0) or PE(35:0)",734.5699,734.571,-0.00110000000006494,158038.279149831
"PC-O(33:0) or PC-O(33:0)",734.6063,734.6016,0.00470000000007076,0
"TG(42:3)",734.6297,734.6297,0,0
"PA(39:6)",735.4958,735.4958,0,0
"SM(37:6)",735.543,735.5506,-0.00760000000002492,0
"DG-H20(46:6)",735.6285,735.637,-0.00849999999991269,0
"PE(36:6)",736.4911,736.5008,-0.00970000000006621,0
"PC-O(34:6) or PC-P(34:5)",736.5275,736.5179,0.00959999999997763,11928.5040992963
"TG(42:2)",736.6454,736.6454,0,0
"PA(39:5)",737.5115,737.5225,-0.0110000000000809,2080.07909805299
"SM(37:5)",737.5587,737.5672,-0.00849999999991269,0
"PE(36:5)",738.5068,738.491,0.0158000000000129,5970.61441355883
"PC-O(34:5)",738.5432,738.535,0.00819999999998799,269.383182010135
"TG(42:1)",738.6608,738.6608,0,0
"SM(37:4)",739.5749,739.5724,0.00249999999994088,7478.07429113398
"PE(36:4)",740.5229,NA,NA,33359.754891722
"PC-P(34:3)",740.5591,740.5522,0.00689999999997326,5094.71667764583
"TG(42:0)",740.6767,740.6767,0,0
"DG(43:0)",740.7131,740.7131,0,0
"PA(39:3)",741.5433,741.5309,0.0124000000000706,3204.198623341
"SM(37:3)",741.5905,741.5905,0,0
"PC(33:3) or PE(36:3)",742.5386,742.5376,0.000999999999976353,2310.56710727715
"PC-O(34:3)",742.5748,742.5778,-0.00300000000004275,67419.5923141919
"DG(44:6)",742.6348,742.6253,0.00950000000000273,111.74779390579
"PA(40:9)",743.4645,743.4645,0,0
"PA(39:2)",743.559,743.5828,-0.0238000000000511,22890.4178731786
"PC(33:2) or PE(36:2)",744.5543,744.5541,0.000200000000063483,69725.0072343718
"PC-P(34:1)",744.5904,744.59,0.000400000000013279,86820.5892987675
"DG(44:5)",744.6505,744.6505,0,0
"PA(40:8)",745.4802,745.4695,0.0106999999999289,655.593934503513
"SM(38:8)",745.5279,745.5208,0.00710000000003674,427.121674408784
"PA(39:1)",745.5746,745.5548,0.019800000000032,20382.1461313236
"SM(37:1)",745.6216,745.6211,0.000499999999988177,2202.47049380446
"DG-H20(46:1)",745.7073,745.7073,0,0
"PC(33:1)",746.5697,746.5694,0.000300000000038381,44807.0196126775
"PC-O(34:1)",746.6061,NA,NA,28297.0419912064
"DG(44:4)",746.6661,746.6661,0,0
"PA(40:7)",747.4958,747.4958,0,0
"SM(38:7)",747.5428,747.5521,-0.00929999999993925,0
"SM(38:7)",747.5436,747.5521,-0.00850000000002638,0
"PA(39:0)",747.5903,747.5688,0.0214999999999463,10284.5438922582
"SM(37:0)",747.6375,747.6335,0.0040000000000191,0
"PC(33:0) or PE(36:0)",748.5856,748.5856,0,0
"PC-O(34:0)",748.622,748.622,0,0
"TG(43:3)",748.6453,748.6453,0,0
"PA(40:6)",749.5115,749.5214,-0.00990000000001601,106.354844428044
"SM(38:6)",749.5587,749.5558,0.00290000000006785,0
"PE(37:6)",750.5067,750.5166,-0.00990000000001601,0
"PC-P(35:5)",750.5436,750.544,-0.000400000000013279,39272.6220415772
"TG(43:2)",750.661,750.661,0,0
"PA(40:5)",751.5272,751.5349,-0.00769999999999982,652.631911720326
"SM(38:5)",751.5744,751.5649,0.00950000000000273,8.32161491046058
"PE(37:5)",752.5224,752.5054,0.0169999999999391,2527.61443864865
"PC-O(35:5) or PC-P(35:4)",752.5593,752.5599,-0.000599999999963075,40212.7685208729
"TG(43:1)",752.6764,752.6764,0,0
"CE(24:1)",752.7278,752.7278,0,0
"SM(38:4)",753.5906,753.5824,0.00819999999998799,215.280523399064
"PE(37:4)",754.5386,754.5405,-0.00189999999997781,37231.6231237393
"PC-P(35:3)",754.5747,754.5752,-0.000499999999988177,1234.97767001874
"TG(43:0)",754.6923,754.6923,0,0
"PA(40:3)",755.559,755.542,0.0169999999999391,6676.65042192641
"SM(38:3)",755.6062,755.6253,-0.019100000000094,106515.611911174
"PC(34:3)",756.5541,756.5517,0.00239999999996598,440949.292086278
"PC-O(35:3)",756.5904,756.5626,0.0278000000000702,228154.867093863
"TG(44:6)",756.6135,756.6265,-0.01299999999992,7901.76987637582
"PA(40:2)",757.5744,757.5579,0.0164999999999509,188874.87518486
"PC(34:2)",758.57,758.5691,0.000900000000001455,14951738.4924282
"PC-P(35:1)",758.6062,758.5792,0.02699999999993,5925884.08078673
"TG(44:5)",758.6292,758.6251,0.004099999999994,4648.34100817686
"PA(40:1)",759.5903,759.5748,0.0154999999999745,6763302.44885022
"SM(38:1)",759.6372,759.635,0.00220000000001619,94368.1732621513
"PE(38:8)",760.4916,760.5058,-0.0142000000000735,1636.4256114663
"PE(37:1)",760.5853,760.5832,0.0020999999999276,7381983.90915214
"PC-O(35:1) or PC-P(35:0)",760.6219,760.6392,-0.0172999999999774,43144.6929364388
"TG(44:4)",760.6454,760.6392,0.00620000000003529,43144.6929364388
"SM(39:7)",761.5584,761.5861,-0.0276999999999816,2283392.70685533
"PA(40:0)",761.606,761.5894,0.0166000000000395,2470045.69745201
"SM(38:0)",761.6532,761.6458,0.00739999999996144,521.141152871622
"PE(38:7)",762.5065,762.5065,0,0
"PE(38:7)",762.5073,762.5073,0,0
"PC-P(36:6)",762.5431,762.5431,0,0
"PE(37:0)",762.6012,762.591,0.0101999999999407,417889.458052392
"PC-O(35:0)",762.6376,762.6475,-0.00990000000001601,0
"TG(44:3)",762.6608,762.6723,-0.0114999999999554,802640.782923219
"phosphocholine**IS",762.6735,762.6723,0.00120000000003984,802640.782923219
"SM(39:6)",763.5743,763.5944,-0.0200999999999567,60326.7135583282
"PE(38:6)",764.5224,764.5224,0,31988.7173168523
"PC-O(36:6) or PC-P(36:5)",764.5588,764.5502,0.00860000000000127,10991.9490633704
"TG(44:2)",764.6767,764.6813,-0.00459999999998217,77167.0959450666
"PA(41:5)",765.5433,765.5292,0.0141000000000986,5623.24801498175
"SM(39:5)",765.59,765.59,0,0
"PE(38:5)",766.5381,766.5301,0.0080000000000382,69185.261772058
"PC-O(36:5)",766.5745,NA,NA,131637.908413598
"TG(44:1)",766.692,766.6915,0.000499999999988177,12569.6416477872
"DG(45:1)",766.7287,766.7234,0.00530000000003383,0
"PA(42:11)",767.4645,767.4645,0,0
"PA(41:4)",767.559,767.578,-0.0190000000000055,59855.6490050375
"PC(35:4) or PE(38:4)",768.5543,768.5556,-0.00130000000001473,64477.5512454084
"PC-O(36:4) or PC-P(36:3)",768.5906,768.5903,0.000300000000038381,249537.588882625
"DG(46:7)",768.6499,768.6499,0,0
"TG(44:0)",768.708,NA,NA,16514.2951766738
"PA(42:10)",769.4802,769.4802,0,0
"PA(41:3)",769.5746,769.5924,-0.0177999999999656,110017.55833584
"SM(39:3)",769.6218,769.6135,0.00829999999996289,97.7394077599956
"PC(35:3)",770.5697,770.5666,0.00310000000001764,17913.7031658356
"PC-O(36:3) or PC-P(36:2)",770.6063,770.6095,-0.00319999999999254,58141.9564529112
"DG(46:6)",770.6656,770.6656,0,0
"PA(42:9)",771.4958,771.4958,0,0
"SM(40:9)",771.543,771.5499,-0.00689999999997326,0
"PA(41:2)",771.59,771.6074,-0.0173999999999523,18187.3782974008
"SM(39:2)",771.6375,771.6432,-0.00569999999993342,502.668127111487
"PC(35:2)",772.5856,NA,NA,94188.3376408648
"PC-P(36:1)",772.6219,772.6214,0.000499999999988177,5102.68718943456
"TG(45:5)",772.6453,772.6356,0.00970000000006621,389.593716470853
"PA(42:8)",773.5115,773.5115,0,0
"SM(40:8)",773.5587,773.5661,-0.00739999999996144,0
"PA(41:1)",773.6059,773.587,0.0189000000000306,35616.1839229242
"SM(39:1)",773.6531,773.6518,0.00130000000001473,31745.6887125284
"PE(38:1)",774.6009,774.6049,-0.0040000000000191,17968.6059261779
"PC-O(36:1) or PC-P(36:0)",774.6376,774.6452,-0.00760000000002492,632.479309082925
"TG(45:4)",774.661,774.6554,0.00559999999995853,8732.38434121917
"SM(40:7)",775.5743,775.5668,0.00750000000005002,74.1892617715372
"SM(39:0)",775.6688,775.6688,0,0
"PE(39:7)",776.5221,776.5166,0.00549999999998363,478.353146114865
"PC-P(37:6)",776.5587,776.5633,-0.00459999999998217,4376.21095485315
"PC(35:0) or PE(38:0)",776.6169,776.607,0.00990000000001601,0
"PC-O(36:0)",776.6533,776.6623,-0.00900000000001455,0
"TG(45:3)",776.6764,776.6904,-0.01400000000001,444123.822410111
"phosphoethanolamine**IS",776.6892,776.6904,-0.00119999999992615,444123.822410111
"SM(40:6)",777.59,777.59,0,0
"PE(39:6)",778.538,778.5404,-0.00239999999996598,16650.2063565436
"PC-O(37:6) or PC-P(37:5)",778.5744,778.5658,0.00860000000000127,6.33891147967874
"TG(45:2)",778.6923,778.6954,-0.00309999999990396,41032.7419275243
"PA(42:5)",779.559,779.5574,0.00159999999993943,0
"SM(40:5)",779.6057,779.6057,0,0
"PE(39:5)",780.5537,780.5541,-0.000399999999899592,783287.771378789
"PC-O(37:5)",780.5901,780.5897,0.000400000000013279,2026.8365097266
"TG(45:1)",780.7077,780.7077,0,0
"DG(46:1)",780.7444,780.7444,0,0
"PA(42:4)",781.5746,781.5567,0.0179000000000542,340467.704611895
"PC(36:4)",782.5699,782.5688,0.00109999999995125,7483494.84919057
"PC-P(37:3)",782.6062,782.5792,0.02699999999993,3402424.15548846
"TG(45:0)",782.7236,782.7236,0,0
"PA(42:3)",783.5903,783.5747,0.0155999999999494,2954465.6443837
"SM(40:3)",783.6375,783.641,-0.00349999999991724,4113.61511428325
"PE(39:3)",784.5855,784.5866,-0.00109999999995125,4757750.28642924
"PC-O(37:3)",784.6219,784.595,0.0268999999999551,1930707.69508942
"TG(46:6)",784.6448,784.6458,-0.000999999999976353,2432.9633888301
"PA(42:2)",785.6059,785.5896,0.0163000000000011,1658006.35378741
"SM(40:2)",785.6529,NA,NA,191720.646933639
"PE(40:9)",786.5067,786.5067,0,0
"PC-P(38:8)",786.5436,786.5436,0,0
"PE(39:2)",786.6012,786.6018,-0.000600000000076761,5159694.9204218
"PC-P(37:1)",786.6373,786.6573,-0.0199999999999818,81874.401652373
"TG(46:5)",786.6605,786.6573,0.00319999999999254,81874.401652373
"PA(42:1)",787.6216,787.6049,0.0166999999999007,1838071.7164324
"SM(40:1)",787.6688,787.6679,0.000900000000001455,219510.483191825
"PE(40:8)",788.5224,788.5212,0.00119999999992615,0
"PC-P(38:7)",788.5585,788.5585,0,0
"PC-O(38:8) or PC-P(38:7)",788.5593,788.5593,0,0
"PE(39:1)",788.6168,788.6175,-0.000699999999937972,308271.830664643
"PC-O(37:1)",788.653,788.6729,-0.0199000000000069,95294.7199554546
"TG(46:4)",788.6764,788.6729,0.00349999999991724,95294.7199554546
"SM(40:0)",789.6845,789.6724,0.0120999999999185,10372.3592709164
"PE(40:7)",790.538,790.5477,-0.00969999999995252,0
"PC-O(38:7)",790.5742,790.577,-0.00279999999997926,16651.0587214067
"PE(39:0)",790.6325,790.6189,0.0135999999999967,29554.6924691523
"PC-O(37:0)",790.6689,790.6779,-0.00900000000001455,149.883348617551
"TG(46:3)",790.6923,790.691,0.00130000000001473,2894.76421213986
"PA(43:6)",791.5584,791.5655,-0.00710000000003674,242.314381679294
"PC(37:6) or PE(40:6)",792.5537,792.5556,-0.00189999999997781,17475.4211605705
"PC-O(38:6) or PC-P(38:5)",792.5901,792.5927,-0.00260000000002947,77128.6407568979
"TG(46:2)",792.7077,792.7089,-0.00119999999992615,65981.9927649828
"PA(43:5)",793.5741,793.5889,-0.0147999999999229,33410.0363802035
"SM(41:5)",793.6218,793.6227,-0.000900000000001455,0
"PC(37:5) or PE(40:5)",794.5694,794.5675,0.00189999999997781,3160.20522721978
"PC-O(38:5)",794.6058,794.6052,0.000600000000076761,193315.4425616
"TG(46:1)",794.7233,794.7217,0.00159999999993943,188393.535647445
"PA(44:11)",795.4953,795.4953,0,0
"SM(42:11)",795.543,795.5522,-0.00919999999996435,0
"SM(41:4)",795.6375,795.6496,-0.0120999999999185,12142.8395252336
"PC(37:4)",796.5856,796.5847,0.000900000000001455,42158.8193733242
"PC-P(38:3)",796.6219,796.6187,0.00319999999999254,91195.9329212145
"TG(46:0)",796.7393,796.7384,0.000900000000001455,123283.789724904
"SM(42:10)",797.5587,797.5684,-0.00969999999995252,29.173587540322
"SM(41:3)",797.6531,797.655,-0.00189999999997781,1964.09343536874
"PC(37:3) or PE(40:3)",798.6012,798.6034,-0.00220000000001619,15329.908499321
"PC-O(38:3)",798.6376,798.6458,-0.00819999999998799,114.949860385366
"TG(47:6)",798.6604,798.6678,-0.00740000000007512,16651.5063585496
"SM(42:9)",799.5743,799.584,-0.00969999999995252,222.200211125552
"SM(41:2)",799.6685,799.671,-0.00250000000005457,79210.0915997927
"PE(40:2)",800.6166,800.6232,-0.00660000000004857,1254.34704317566
"PC-P(38:1)",800.6529,800.6728,-0.0199000000000069,39825.2915843865
"TG(47:5)",800.6761,800.6718,0.00430000000005748,39825.2915843865
"SM(42:8)",801.59,801.5964,-0.00639999999998508,0
"SM(41:1)",801.6844,801.6841,0.000300000000038381,97479.4081812673
"PC(38:8)",802.5386,802.5355,0.00310000000001764,3166.37685091129
"PC-P(39:7)",802.5741,802.5674,0.00670000000002346,0
"PC(37:1)",802.6323,802.6323,0,0
"PC-O(38:1)",802.6686,802.6855,-0.0169000000000779,41356.683141306
"TG(47:4)",802.6923,802.6855,0.00679999999999836,41356.683141306
"PA(43:0)",803.6529,803.662,-0.00909999999998945,0
"PC(38:7)",804.5535,804.5525,0.000999999999976353,138555.401887317
"PC(38:7)",804.5543,804.5525,0.00180000000000291,138555.401887317
"PC-O(39:7)",804.5898,804.5637,0.0260999999999285,25443.4222577464
"PC(37:0) or PE(40:0)",804.6482,804.6482,0,0
"PC-O(38:0)",804.6846,804.6943,-0.00969999999995252,278.873126055743
"TG(47:3)",804.7079,804.6981,0.00980000000004111,385.226509712838
"PA(44:6)",805.5746,805.5591,0.0155000000000882,57754.3282161922
"PC(38:6)",806.5694,806.5685,0.000900000000001455,2204525.29977671
"PC-O(39:6) or PC-P(39:5)",806.6057,806.596,0.00969999999995252,761.874253249074
"TG(47:2)",806.7236,806.7219,0.00170000000002801,1844.43146916153
"PA(44:5)",807.5903,807.5715,0.018799999999942,926899.930203048
"SM(42:5)",807.6375,807.6328,0.00470000000007076,1886.80422557333
"PC(38:5)",808.5851,808.5841,0.000999999999976353,830362.834027313
"PC-O(39:5)",808.6214,808.5951,0.026299999999992,325810.5433992
"TG(48:8)",808.6453,808.6453,0,0
"TG(47:1)",808.739,808.7419,-0.00289999999995416,6682.06942922834
"PA(44:4)",809.6059,809.587,0.0189000000000306,397491.585682526
"SM(42:4)",809.6531,809.6561,-0.00300000000004275,26008.5211481654
"PE(42:11)",810.5067,810.5143,-0.00760000000002492,0
"PE(41:4)",810.6012,810.6001,0.00109999999995125,1853352.81980727
"PC-P(39:3)",810.6375,810.6535,-0.0159999999999627,4789.86836176049
"TG(48:7)",810.6602,810.6546,0.00560000000007221,4789.86836176049
"TG(48:7)",810.661,810.6546,0.00639999999998508,4789.86836176049
"TG(47:0)",810.7549,810.7543,0.000600000000076761,425.351615287162
"SM(42:3)",811.6688,811.6681,0.000700000000051659,249107.102828342
"PE(42:10)",812.5224,812.5224,0,0
"PC-P(40:9)",812.5587,812.5642,-0.00549999999998363,427.239389780405
"PE(41:3)",812.6168,812.6183,-0.00149999999996453,637859.991696829
"PC-O(39:3) or PC-P(39:2)",812.6532,812.6728,-0.0196000000000822,123603.769846543
"TG(48:6)",812.6761,812.6728,0.00329999999996744,123603.769846543
"SM(42:2)",813.6844,813.6835,0.000900000000001455,566448.924416095
"PE(42:9)",814.538,814.538,0,0
"PC-O(40:9) or PC-P(40:8)",814.5744,814.5744,0,0
"PE(41:2)",814.6322,814.6217,0.0104999999999791,51606.7501891523
"PC-P(39:1)",814.6688,814.6879,-0.0190999999999804,261640.422838846
"TG(48:5)",814.6918,814.6879,0.00389999999993051,261640.422838846
