mz,name
712.4687,PE(31:0)+Cl-_PC(28:0)+Cl-
712.4922,PE(34:3)-H-
712.5886,Cer(43:6)+AcO-
713.4165,PG(29:1)+Cl-
713.4398,PG(32:4)-H-
713.5605,SM(35:2)-H-
714.3905,PE(32:6)+Cl-
714.4118,PS(28:0)+Cl-
714.435,PE(30:4)+AcO-
714.5079,PE(34:2)-H-
714.6043,Cer(43:5)+AcO-
714.6537,Cer(44:0)+Cl-
715.4109,PA(35:5)+Cl-
715.4321,PG(29:0)+Cl-
715.4344,PA(38:8)-H-
715.4554,PA(33:3)+AcO-_PG(32:3)-H-
715.5283,PA(37:1)-H-
715.5761,SM(35:1)-H-
716.4062,PE(32:5)+Cl-
716.4507,PE(30:3)+AcO-
716.5235,PE(34:1)-H-_PC(31:1)-H-
716.526,Cer(44:11)+AcO-
716.5754,Cer(45:6)+Cl-
716.6199,Cer(43:4)+AcO-
717.4265,PA(35:4)+Cl-
717.45,PA(38:7)-H-
717.471,PA(33:2)+AcO-_PG(32:2)-H-
717.5438,PA(37:0)-H-
717.5918,SM(35:0)-H-
718.4218,PE(32:4)+Cl-
718.4664,PE(30:2)+AcO-_PS(31:1)-H-
718.5391,PC(31:0)-H-_PE(34:0)-H-
718.5416,Cer(44:10)+AcO-
718.5911,Cer(45:5)+Cl-
718.6356,Cer(43:3)+AcO-
718.7083,Cer(47:1)-H-
719.3696,PG(30:5)+Cl-
719.414,PG(28:3)+AcO-
719.4422,PA(35:3)+Cl-
719.4656,PA(38:6)-H-
719.4867,PA(33:1)+AcO-_PG(32:1)-H-
719.4901,SM(33:3)+Cl-
719.5135,SM(36:6)-H-
719.5346,SM(31:1)+AcO-
720.4375,PE(32:3)+Cl-
720.461,PC(32:6)-H-
720.482,PC(27:1)+AcO-_PE(30:1)+AcO-
720.5573,Cer(44:9)+AcO-
720.6067,Cer(45:4)+Cl-
720.724,Cer(47:0)-H-
721.3851,PG(30:4)+Cl-
721.4296,PG(28:2)+AcO-
721.4579,PA(35:2)+Cl-
721.4814,PA(38:5)-H-
721.5023,PA(33:0)+AcO-
721.5057,SM(33:2)+Cl-
721.5292,SM(36:5)-H-
721.5502,SM(31:0)+AcO-
722.4039,PS(32:6)-H-
722.425,PS(27:1)+AcO-
722.4531,PE(32:2)+Cl-
722.4765,PE(35:5)-H-_PC(32:5)-H-
722.4976,PC(27:0)+AcO-_PE(30:0)+AcO-
723.4008,PG(30:3)+Cl-
723.409,PI(26:1)-H-
723.4241,PA(34:6)+AcO-
723.4453,PG(28:1)+AcO-
723.472,SM(32:6)+AcO-
723.4735,PA(35:1)+Cl-
723.4969,PA(38:4)-H-
723.5214,SM(33:1)+Cl-
723.5448,SM(36:4)-H-
724.4196,PS(32:5)-H-
724.4406,PS(27:0)+AcO-
724.4687,PE(32:1)+Cl-_PC(29:1)+Cl-
724.4921,PE(35:4)-H-_PC(32:4)-H-
724.6825,Cer(43:0)+AcO-
725.4165,PG(30:2)+Cl-
725.4247,PI(26:0)-H-
725.4398,PA(34:5)+AcO-
725.4609,PG(28:0)+AcO-
725.4877,SM(32:5)+AcO-
725.4892,PA(35:0)+Cl-
725.5126,PA(38:3)-H-
725.537,SM(33:0)+Cl-
725.5605,SM(36:3)-H-
726.4118,PS(29:1)+Cl-
726.4352,PS(32:4)-H-
726.4844,PC(29:0)+Cl-_PE(32:0)+Cl-
726.5079,PC(32:3)-H-_PE(35:3)-H-
726.6042,Cer(44:6)+AcO-
726.6536,Cer(45:1)+Cl-
727.4109,PA(36:6)+Cl-
727.4321,PG(30:1)+Cl-
727.4554,PA(34:4)+AcO-
727.4588,SM(34:6)+Cl-
727.5033,SM(32:4)+AcO-
727.5761,SM(36:2)-H-
728.4274,PS(29:0)+Cl-
728.4509,PS(32:3)-H-
728.5236,PC(32:2)-H-_PE(35:2)-H-
728.5753,Cer(46:7)+Cl-
728.6198,Cer(44:5)+AcO-
728.6693,Cer(45:0)+Cl-
729.3831,PI(22:0)+AcO-
729.4266,PA(36:5)+Cl-
729.4477,PG(30:0)+Cl-
729.4711,PA(34:3)+AcO-
729.4745,SM(34:5)+Cl-
729.519,SM(32:3)+AcO-
729.5438,PA(38:1)-H-
729.5917,SM(36:1)-H-
730.4219,PC(30:5)+Cl-
730.4664,PC(28:3)+AcO-_PS(32:2)-H-
730.5391,PC(32:1)-H-_PE(35:1)-H-
730.591,Cer(46:6)+Cl-
730.6355,Cer(44:4)+AcO-
731.4422,PA(36:4)+Cl-
731.4656,PA(39:7)-H-
731.4867,PA(34:2)+AcO-_PG(33:2)-H-
731.4901,SM(34:4)+Cl-
731.5346,SM(32:2)+AcO-
731.5595,PA(38:0)-H-
731.6074,SM(36:0)-H-
732.3649,PS(30:5)+Cl-
732.4094,PS(28:3)+AcO-
732.4375,PC(30:4)+Cl-
732.482,PC(28:2)+AcO-_PS(32:1)-H-
732.5548,PC(32:0)-H-
732.6066,Cer(46:5)+Cl-
732.6512,Cer(44:3)+AcO-
732.7239,Cer(48:1)-H-
733.3699,PI(24:0)+Cl-
733.4579,PA(36:3)+Cl-
733.4814,PA(39:6)-H-
733.5023,PA(34:1)+AcO-
733.5058,SM(34:3)+Cl-
733.5291,SM(37:6)-H-
733.5502,SM(32:1)+AcO-
734.3805,PS(30:4)+Cl-
734.425,PS(28:2)+AcO-
734.4531,PE(33:3)+Cl-_PC(30:3)+Cl-
734.4765,PE(36:6)-H-
734.4976,PE(31:1)+AcO-_PC(28:1)+AcO-
734.6223,Cer(46:4)+Cl-
735.4735,PA(36:2)+Cl-
735.4969,PA(39:5)-H-
735.518,PA(34:0)+AcO-
735.5214,SM(34:2)+Cl-
735.5448,SM(37:5)-H-
735.5659,SM(32:0)+AcO-
736.3962,PS(30:3)+Cl-
736.4407,PS(28:1)+AcO-
736.4687,PE(33:2)+Cl-_PC(30:2)+Cl-
736.4922,PE(36:5)-H-
736.5132,PE(31:0)+AcO-_PC(28:0)+AcO-
737.4247,PI(27:1)-H-
737.4399,PG(34:6)-H-
737.461,PG(29:1)+AcO-
737.4891,PA(36:1)+Cl-
737.5126,PA(39:4)-H-
737.537,SM(34:1)+Cl-
737.5604,SM(37:4)-H-
738.4118,PS(30:2)+Cl-
738.435,PE(32:6)+AcO-
738.4563,PS(28:0)+AcO-
738.4845,PC(30:1)+Cl-_PE(33:1)+Cl-
738.5079,PE(36:4)-H-
738.6982,Cer(44:0)+AcO-
739.4402,PI(27:0)-H-
739.4554,PA(35:5)+AcO-_PG(34:5)-H-
739.4765,PG(29:0)+AcO-
739.5048,PA(36:0)+Cl-
739.5283,PA(39:3)-H-
739.5527,SM(34:0)+Cl-
739.5762,SM(37:3)-H-
740.4275,PS(30:1)+Cl-
740.4507,PE(32:5)+AcO-
740.5,PE(33:0)+Cl-_PC(30:0)+Cl-
740.5236,PC(33:3)-H-_PE(36:3)-H-
740.6199,Cer(45:6)+AcO-
740.6692,Cer(46:1)+Cl-
741.4265,PA(37:6)+Cl-
741.4477,PG(31:1)+Cl-
741.45,PA(40:9)-H-
741.471,PA(35:4)+AcO-_PG(34:4)-H-
741.5439,PA(39:2)-H-
742.4219,PE(34:6)+Cl-
742.4431,PS(30:0)+Cl-
742.4663,PE(32:4)+AcO-_PS(33:3)-H-
742.5391,PC(33:2)-H-_PE(36:2)-H-
742.6356,Cer(45:5)+AcO-
742.6849,Cer(46:0)+Cl-
743.414,PG(30:5)+AcO-
743.4422,PA(37:5)+Cl-
743.4633,PG(31:0)+Cl-
743.4656,PA(40:8)-H-
743.4867,PA(35:3)+AcO-
743.4901,SM(35:5)+Cl-
743.5136,SM(38:8)-H-
743.5346,SM(33:3)+AcO-
743.5594,PA(39:1)-H-
743.6075,SM(37:1)-H-
744.4375,PE(34:5)+Cl-
744.482,PE(32:3)+AcO-_PS(33:2)-H-
744.5547,PE(36:1)-H-_PC(33:1)-H-
744.6512,Cer(45:4)+AcO-
745.3851,PG(32:6)+Cl-
745.4296,PG(30:4)+AcO-
745.4578,PA(37:4)+Cl-
745.4814,PA(40:7)-H-
745.5024,PA(35:2)+AcO-_PG(34:2)-H-
745.5057,SM(35:4)+Cl-
745.5292,SM(38:7)-H-
745.5502,SM(33:2)+AcO-
745.5752,PA(39:0)-H-
745.623,SM(37:0)-H-
746.4531,PE(34:4)+Cl-
746.4976,PE(32:2)+AcO-_PS(33:1)-H-
746.5704,PC(33:0)-H-_PE(36:0)-H-
747.3855,PI(25:0)+Cl-
747.4008,PG(32:5)+Cl-
747.409,PI(28:3)-H-
747.4453,PG(30:3)+AcO-
747.4736,PA(37:3)+Cl-
747.4969,PA(40:6)-H-
747.518,PA(35:1)+AcO-_PG(34:1)-H-
747.5214,SM(35:3)+Cl-
747.5448,SM(38:6)-H-
747.5659,SM(33:1)+AcO-
748.4688,PE(34:3)+Cl-
748.4921,PE(37:6)-H-_PC(34:6)-H-
748.5132,PE(32:1)+AcO-_PC(29:1)+AcO-
749.3283,PIP(22:0)-H-
749.4164,PG(32:4)+Cl-
749.4247,PI(28:2)-H-
749.461,PG(30:2)+AcO-
749.5126,PA(40:5)-H-
749.5337,PA(35:0)+AcO-
749.5371,SM(35:2)+Cl-
749.5605,SM(38:5)-H-
749.5815,SM(33:0)+AcO-
750.4352,PS(34:6)-H-
750.4563,PS(29:1)+AcO-
750.4845,PE(34:2)+Cl-
750.5079,PC(34:5)-H-_PE(37:5)-H-
750.5289,PC(29:0)+AcO-_PE(32:0)+AcO-
750.6981,Cer(45:1)+AcO-
751.411,PA(38:8)+Cl-
751.4321,PG(32:3)+Cl-
751.4403,PI(28:1)-H-
751.4554,PA(36:6)+AcO-
751.4766,PG(30:1)+AcO-
751.5033,SM(34:6)+AcO-
751.5049,PA(37:1)+Cl-
751.5282,PA(40:4)-H-
751.5527,SM(35:1)+Cl-
751.5761,SM(38:4)-H-
752.4509,PS(34:5)-H-
752.4719,PS(29:0)+AcO-
752.5,PE(34:1)+Cl-_PC(31:1)+Cl-
752.5235,PE(37:4)-H-_PC(34:4)-H-
752.6198,Cer(46:7)+AcO-
752.7138,Cer(45:0)+AcO-
753.4266,PA(38:7)+Cl-
753.4477,PG(32:2)+Cl-
753.4559,PI(28:0)-H-
753.4711,PA(36:5)+AcO-
753.4922,PG(30:0)+AcO-
753.519,SM(34:5)+AcO-
753.5204,PA(37:0)+Cl-
753.5439,PA(40:3)-H-
753.5684,SM(35:0)+Cl-
753.5918,SM(38:3)-H-
754.4431,PS(31:1)+Cl-
754.4664,PC(30:5)+AcO-_PS(34:4)-H-
754.5157,PC(31:0)+Cl-_PE(34:0)+Cl-
754.5392,PC(34:3)-H-
754.6355,Cer(46:6)+AcO-
754.6849,Cer(47:1)+Cl-
755.4422,PA(38:6)+Cl-
755.4633,PG(32:1)+Cl-
755.4867,PA(36:4)+AcO-_PG(35:4)-H-
755.4901,SM(36:6)+Cl-
755.5346,SM(34:4)+AcO-
755.5595,PA(40:2)-H-
756.4094,PS(30:5)+AcO-
756.4375,PC(32:6)+Cl-
756.4587,PS(31:0)+Cl-
756.482,PC(30:4)+AcO-_PS(34:3)-H-
756.5548,PC(34:2)-H-
756.6511,Cer(46:5)+AcO-
756.7006,Cer(47:0)+Cl-
757.4144,PI(24:0)+AcO-
757.4579,PA(38:5)+Cl-
757.479,PG(32:0)+Cl-
757.5024,PA(36:3)+AcO-
757.5058,SM(36:5)+Cl-
757.5503,SM(34:3)+AcO-
757.5751,PA(40:1)-H-
757.623,SM(38:1)-H-
758.3805,PS(32:6)+Cl-
758.425,PS(30:4)+AcO-
758.4531,PE(35:5)+Cl-_PC(32:5)+Cl-
758.4766,PE(38:8)-H-
758.4976,PE(33:3)+AcO-_PC(30:3)+AcO-
758.5704,PC(34:1)-H-
758.6668,Cer(46:4)+AcO-
759.3856,PI(26:1)+Cl-
759.4735,PA(38:4)+Cl-
759.518,PA(36:2)+AcO-_PG(35:2)-H-
759.5214,SM(36:4)+Cl-
759.5448,SM(39:7)-H-
759.5659,SM(34:2)+AcO-
759.5908,PA(40:0)-H-
759.6387,SM(38:0)-H-
760.3962,PS(32:5)+Cl-
760.4407,PS(30:3)+AcO-
760.4687,PE(35:4)+Cl-_PC(32:4)+Cl-
760.4922,PE(38:7)-H-
760.5132,PE(33:2)+AcO-_PC(30:2)+AcO-
760.5861,PC(34:0)-H-
761.4013,PI(26:0)+Cl-
761.4892,PA(38:3)+Cl-
761.5336,PA(36:1)+AcO-_PG(35:1)-H-
761.5371,SM(36:3)+Cl-
761.5605,SM(39:6)-H-
761.5815,SM(34:1)+AcO-
762.4118,PS(32:4)+Cl-
762.4563,PS(30:2)+AcO-
762.4845,PC(32:3)+Cl-_PE(35:3)+Cl-
762.5079,PE(38:6)-H-
762.529,PC(30:1)+AcO-_PE(33:1)+AcO-
763.5283,PA(41:5)-H-
763.5493,PA(36:0)+AcO-
763.5527,SM(36:2)+Cl-
763.5761,SM(39:5)-H-
763.5972,SM(34:0)+AcO-
764.4275,PS(32:3)+Cl-
764.472,PS(30:1)+AcO-
764.5001,PC(32:2)+Cl-_PE(35:2)+Cl-
764.5236,PC(35:5)-H-_PE(38:5)-H-
764.5445,PE(33:0)+AcO-_PC(30:0)+AcO-
764.7137,Cer(46:1)+AcO-
765.4477,PG(33:3)+Cl-
765.45,PA(42:11)-H-
765.456,PI(29:1)-H-
765.471,PA(37:6)+AcO-_PG(36:6)-H-
765.4922,PG(31:1)+AcO-
765.5204,PA(38:1)+Cl-
765.5439,PA(41:4)-H-
765.5683,SM(36:1)+Cl-
765.5918,SM(39:4)-H-
766.4431,PS(32:2)+Cl-
766.4664,PE(34:6)+AcO-_PS(35:5)-H-
766.4876,PS(30:0)+AcO-
766.5157,PC(32:1)+Cl-_PE(35:1)+Cl-
766.5391,PC(35:4)-H-_PE(38:4)-H-
766.7294,Cer(46:0)+AcO-
767.4422,PA(39:7)+Cl-
767.4633,PG(33:2)+Cl-
767.4656,PA(42:10)-H-
767.4715,PI(29:0)-H-
767.4867,PA(37:5)+AcO-
767.5078,PG(31:0)+AcO-
767.5346,SM(35:5)+AcO-
767.5361,PA(38:0)+Cl-
767.5596,PA(41:3)-H-
767.584,SM(36:0)+Cl-
767.6075,SM(39:3)-H-
768.4587,PS(32:1)+Cl-
768.482,PE(34:5)+AcO-_PS(35:4)-H-
768.5314,PC(32:0)+Cl-
768.5548,PC(35:3)-H-_PE(38:3)-H-
768.7005,Cer(48:1)+Cl-
769.4296,PG(32:6)+AcO-
769.4579,PA(39:6)+Cl-
769.4791,PG(33:1)+Cl-
769.4814,PA(42:9)-H-
769.5023,PA(37:4)+AcO-
769.5057,SM(37:6)+Cl-
769.5292,SM(40:9)-H-
769.5502,SM(35:4)+AcO-
769.5751,PA(41:2)-H-
769.6231,SM(39:2)-H-
770.4531,PE(36:6)+Cl-
770.4744,PS(32:0)+Cl-
770.4976,PE(34:4)+AcO-
770.5706,PC(35:2)-H-
771.409,PI(30:5)-H-
771.43,PI(25:0)+AcO-
771.4453,PG(32:5)+AcO-
771.4735,PA(39:5)+Cl-
771.4946,PG(33:0)+Cl-
771.4969,PA(42:8)-H-
771.5181,PA(37:3)+AcO-_PG(36:3)-H-
771.5214,SM(37:5)+Cl-
771.5448,SM(40:8)-H-
771.5659,SM(35:3)+AcO-
771.5908,PA(41:1)-H-
771.6386,SM(39:1)-H-
772.4688,PE(36:5)+Cl-
772.5133,PE(34:3)+AcO-
772.5861,PC(35:1)-H-_PE(38:1)-H-
773.4013,PI(27:1)+Cl-
773.4165,PG(34:6)+Cl-
773.4247,PI(30:4)-H-
773.4609,PG(32:4)+AcO-
773.4892,PA(39:4)+Cl-
773.5126,PA(42:7)-H-
773.5337,PG(36:2)-H-
773.537,SM(37:4)+Cl-
773.5605,SM(40:7)-H-
773.5816,SM(35:2)+AcO-
773.6065,PA(41:0)-H-
773.6543,SM(39:0)-H-
774.4845,PE(36:4)+Cl-
774.5079,PE(39:7)-H-
774.529,PE(34:2)+AcO-_PS(35:1)-H-
774.6017,PE(38:0)-H-
774.677,IS
775.4168,PI(27:0)+Cl-
775.4321,PG(34:5)+Cl-
775.4403,PI(30:3)-H-
775.4555,PA(38:8)+AcO-
775.4766,PG(32:3)+AcO-
775.5049,PA(39:3)+Cl-
775.5493,PG(36:1)-H-_PA(37:1)+AcO-
775.5528,SM(37:3)+Cl-
775.5761,SM(40:6)-H-
775.5972,SM(35:1)+AcO-
776.5001,PC(33:3)+Cl-_PE(36:3)+Cl-
776.5236,PC(36:6)-H-_PE(39:6)-H-
776.5445,PE(34:1)+AcO-_PC(31:1)+AcO-
777.3596,PIP(24:0)-H-
777.4266,PA(40:9)+Cl-
777.4477,PG(34:4)+Cl-
777.456,PI(30:2)-H-
777.4711,PA(38:7)+AcO-
777.4922,PG(32:2)+AcO-
777.5205,PA(39:2)+Cl-
777.5439,PA(42:5)-H-
777.5649,PA(37:0)+AcO-
777.5918,SM(40:5)-H-
777.6129,SM(35:0)+AcO-
778.4431,PS(33:3)+Cl-
778.4665,PS(36:6)-H-
778.4876,PS(31:1)+AcO-
778.5157,PC(33:2)+Cl-_PE(36:2)+Cl-
778.5391,PE(39:5)-H-_PC(36:5)-H-
778.5602,PC(31:0)+AcO-_PE(34:0)+AcO-
778.7294,Cer(47:1)+AcO-
779.4422,PA(40:8)+Cl-
779.4634,PG(34:3)+Cl-
779.4716,PI(30:1)-H-
779.4867,PA(38:6)+AcO-_PG(37:6)-H-
779.4902,SM(38:8)+Cl-
779.5078,PG(32:1)+AcO-
779.5346,SM(36:6)+AcO-
779.536,PA(39:1)+Cl-
779.5595,PA(42:4)-H-
779.5841,SM(37:1)+Cl-
779.6074,SM(40:4)-H-
780.4587,PS(33:2)+Cl-
780.482,PC(32:6)+AcO-_PS(36:5)-H-
780.5032,PS(31:0)+AcO-
780.5313,PE(36:1)+Cl-_PC(33:1)+Cl-
780.5548,PC(36:4)-H-_PE(39:4)-H-
780.7451,Cer(47:0)+AcO-
781.4579,PA(40:7)+Cl-
781.4791,PG(34:2)+Cl-
781.4873,PI(30:0)-H-
781.5024,PA(38:5)+AcO-
781.5058,SM(38:7)+Cl-
781.5235,PG(32:0)+AcO-
781.5503,SM(36:5)+AcO-
781.5517,PA(39:0)+Cl-
781.5751,PA(42:3)-H-
781.5996,SM(37:0)+Cl-
781.6231,SM(40:3)-H-
782.425,PS(32:6)+AcO-
782.4744,PS(33:1)+Cl-
782.4976,PE(35:5)+AcO-_PC(32:5)+AcO-
782.547,PC(33:0)+Cl-
782.5706,PC(36:3)-H-
783.3856,PI(28:3)+Cl-
783.4301,PI(26:1)+AcO-
783.4735,PA(40:6)+Cl-
783.4946,PG(34:1)+Cl-
783.518,PA(38:4)+AcO-
783.5214,SM(38:6)+Cl-
783.5659,SM(36:4)+AcO-
783.5908,PA(42:2)-H-
783.6387,SM(40:2)-H-
784.4407,PS(32:5)+AcO-
784.4687,PE(37:6)+Cl-_PC(34:6)+Cl-
784.49,PS(33:0)+Cl-
784.4922,PE(40:9)-H-
784.5132,PE(35:4)+AcO-_PC(32:4)+AcO-
784.5861,PC(36:2)-H-_PE(39:2)-H-
785.3049,PIP(22:0)+Cl-
785.4013,PI(28:2)+Cl-
785.4457,PI(26:0)+AcO-
785.4892,PA(40:5)+Cl-
785.5103,PG(34:0)+Cl-
785.5337,PA(38:3)+AcO-_PG(37:3)-H-
785.5371,SM(38:5)+Cl-
785.5816,SM(36:3)+AcO-
785.6064,PA(42:1)-H-
785.6543,SM(40:1)-H-
786.4118,PS(34:6)+Cl-
786.4563,PS(32:4)+AcO-
786.4845,PC(34:5)+Cl-_PE(37:5)+Cl-
786.5079,PE(40:8)-H-
786.529,PC(32:3)+AcO-_PE(35:3)+AcO-
786.6016,PE(39:1)-H-_PC(36:1)-H-
787.4169,PI(28:1)+Cl-
787.5048,PA(40:4)+Cl-
787.5527,SM(38:4)+Cl-
787.5972,SM(36:2)+AcO-
787.6221,PA(42:0)-H-
787.67,SM(40:0)-H-
788.4275,PS(34:5)+Cl-
788.472,PS(32:3)+AcO-
788.5,PE(37:4)+Cl-_PC(34:4)+Cl-
788.5236,PE(40:7)-H-
788.5446,PC(32:2)+AcO-_PE(35:2)+AcO-
788.6174,PC(36:0)-H-
789.4325,PI(28:0)+Cl-
789.4477,PG(35:5)+Cl-
789.4712,PG(38:8)-H-
789.4922,PG(33:3)+AcO-
789.5205,PA(40:3)+Cl-
789.5439,PA(43:6)-H-
789.5649,PA(38:1)+AcO-
789.5684,SM(38:3)+Cl-
789.6128,SM(36:1)+AcO-
790.4431,PS(34:4)+Cl-
790.4876,PS(32:2)+AcO-
790.5158,PC(34:3)+Cl-
790.5391,PC(37:6)-H-_PE(40:6)-H-
790.5602,PC(32:1)+AcO-_PE(35:1)+AcO-
791.3752,PIP(25:0)-H-
791.4633,PG(35:4)+Cl-
791.4867,PA(39:7)+AcO-_PG(38:7)-H-
791.5078,PG(33:2)+AcO-
791.5361,PA(40:2)+Cl-
791.5596,PA(43:5)-H-
791.5806,PA(38:0)+AcO-
791.6075,SM(41:5)-H-
791.6285,SM(36:0)+AcO-
792.4588,PS(34:3)+Cl-
792.4821,PS(37:6)-H-
792.5032,PS(32:1)+AcO-
792.5314,PC(34:2)+Cl-
792.5548,PC(37:5)-H-_PE(40:5)-H-
792.5759,PC(32:0)+AcO-
792.745,Cer(48:1)+AcO-
793.4791,PG(35:3)+Cl-
793.4814,PA(44:11)-H-
793.4873,PI(31:1)-H-
793.5024,PA(39:6)+AcO-_PG(38:6)-H-
793.5236,PG(33:1)+AcO-
793.5292,SM(42:11)-H-
793.5502,SM(37:6)+AcO-
793.5517,PA(40:1)+Cl-
793.5752,PA(43:4)-H-
793.5996,SM(38:1)+Cl-
793.6231,SM(41:4)-H-
794.4532,PE(38:8)+Cl-
794.4744,PS(34:2)+Cl-
794.4976,PE(36:6)+AcO-_PS(37:5)-H-
794.5189,PS(32:0)+AcO-
794.547,PC(34:1)+Cl-
794.5704,PC(37:4)-H-_PE(40:4)-H-
795.4947,PG(35:2)+Cl-
795.4969,PA(44:10)-H-
795.5028,PI(31:0)-H-
795.518,PA(39:5)+AcO-_PG(38:5)-H-
795.5214,SM(39:7)+Cl-
795.5391,PG(33:0)+AcO-
795.5448,SM(42:10)-H-
795.5659,SM(37:5)+AcO-
795.5674,PA(40:0)+Cl-
795.591,PA(43:3)-H-
795.6153,SM(38:0)+Cl-
795.6388,SM(41:3)-H-
796.4688,PE(38:7)+Cl-
796.49,PS(34:1)+Cl-
796.5133,PE(36:5)+AcO-
796.5626,PE(37:0)+Cl-_PC(34:0)+Cl-
796.5861,PE(40:3)-H-_PC(37:3)-H-
797.4247,PI(32:6)-H-
797.4457,PI(27:1)+AcO-
797.461,PG(34:6)+AcO-
797.5103,PG(35:1)+Cl-
797.5126,PA(44:9)-H-
797.5337,PA(39:4)+AcO-_PG(38:4)-H-
797.5371,SM(39:6)+Cl-
797.5605,SM(42:9)-H-
797.5815,SM(37:4)+AcO-
797.6543,SM(41:2)-H-
798.4845,PE(38:6)+Cl-
798.5057,PS(34:0)+Cl-
798.529,PE(36:4)+AcO-
798.6017,PE(40:2)-H-
799.4403,PI(32:5)-H-
799.4613,PI(27:0)+AcO-
799.4766,PG(34:5)+AcO-
799.5049,PA(41:5)+Cl-
799.526,PG(35:0)+Cl-
799.5494,PA(39:3)+AcO-_PG(38:3)-H-
799.5527,SM(39:5)+Cl-
799.5761,SM(42:8)-H-
799.5973,SM(37:3)+AcO-
799.67,SM(41:1)-H-
800.5001,PC(35:5)+Cl-_PE(38:5)+Cl-
800.5236,PC(38:8)-H-
800.5446,PC(33:3)+AcO-_PE(36:3)+AcO-
800.6173,PE(40:1)-H-_PC(37:1)-H-
801.4266,PA(42:11)+Cl-
801.4325,PI(29:1)+Cl-
801.4477,PG(36:6)+Cl-
801.4559,PI(32:4)-H-
801.4711,PA(40:9)+AcO-
801.4922,PG(34:4)+AcO-
801.5205,PA(41:4)+Cl-
801.565,PA(39:2)+AcO-
801.5684,SM(39:4)+Cl-
801.5918,SM(42:7)-H-
801.6378,PA(43:0)-H-
801.6857,SM(41:0)-H-
802.4431,PS(35:5)+Cl-
802.4666,PS(38:8)-H-
802.4876,PS(33:3)+AcO-
802.5157,PC(35:4)+Cl-_PE(38:4)+Cl-
802.5392,PC(38:7)-H-
802.5602,PC(33:2)+AcO-_PE(36:2)+AcO-
802.633,PC(37:0)-H-_PE(40:0)-H-
803.3753,PIP(26:1)-H-
803.4422,PA(42:10)+Cl-
803.4481,PI(29:0)+Cl-
803.4634,PG(36:5)+Cl-
803.4716,PI(32:3)-H-
803.4867,PA(40:8)+AcO-
803.5079,PG(34:3)+AcO-
803.5347,SM(38:8)+AcO-
803.5362,PA(41:3)+Cl-
803.5595,PA(44:6)-H-
803.5805,PA(39:1)+AcO-_PG(38:1)-H-
803.5841,SM(39:3)+Cl-
803.6286,SM(37:1)+AcO-
804.4587,PS(35:4)+Cl-
804.4822,PS(38:7)-H-
804.5032,PS(33:2)+AcO-
804.5314,PC(35:3)+Cl-_PE(38:3)+Cl-
804.5548,PC(38:6)-H-
804.5758,PE(36:1)+AcO-_PC(33:1)+AcO-
805.3909,PIP(26:0)-H-
805.4579,PA(42:9)+Cl-
805.4791,PG(36:4)+Cl-
805.4873,PI(32:2)-H-
805.5024,PA(40:7)+AcO-
805.5058,SM(40:9)+Cl-
805.5236,PG(34:2)+AcO-
805.5503,SM(38:7)+AcO-
805.5517,PA(41:2)+Cl-
805.5751,PA(44:5)-H-
805.5962,PA(39:0)+AcO-
805.5997,SM(39:2)+Cl-
805.6231,SM(42:5)-H-
805.6441,SM(37:0)+AcO-
806.4744,PS(35:3)+Cl-
806.4978,PS(38:6)-H-
806.5189,PS(33:1)+AcO-
806.5471,PC(35:2)+Cl-
806.5706,PC(38:5)-H-
806.5915,PC(33:0)+AcO-_PE(36:0)+AcO-
807.3856,PI(30:5)+Cl-
807.4301,PI(28:3)+AcO-
807.4735,PA(42:8)+Cl-
807.4947,PG(36:3)+Cl-
807.5028,PI(32:1)-H-
807.518,PA(40:6)+AcO-
807.5214,SM(40:8)+Cl-
807.5391,PG(34:1)+AcO-
807.5659,SM(38:6)+AcO-
807.5674,PA(41:1)+Cl-
807.5908,PA(44:4)-H-
807.6152,SM(39:1)+Cl-
807.6387,SM(42:4)-H-
808.4901,PS(35:2)+Cl-
808.4922,PE(42:11)-H-
808.5132,PE(37:6)+AcO-_PC(34:6)+AcO-
808.5345,PS(33:0)+AcO-
808.5626,PE(38:1)+Cl-_PC(35:1)+Cl-
808.5861,PC(38:4)-H-_PE(41:4)-H-
809.3494,PIP(22:0)+AcO-
809.4013,PI(30:4)+Cl-
809.4457,PI(28:2)+AcO-
809.4892,PA(42:7)+Cl-
809.5103,PG(36:2)+Cl-
809.5185,PI(32:0)-H-
809.5337,PA(40:5)+AcO-_PG(39:5)-H-
809.5371,SM(40:7)+Cl-
809.5548,PG(34:0)+AcO-
809.5816,SM(38:5)+AcO-
809.5831,PA(41:0)+Cl-
809.6065,PA(44:3)-H-
809.6309,SM(39:0)+Cl-
809.6543,SM(42:3)-H-
810.4563,PS(34:6)+AcO-
810.4845,PE(39:7)+Cl-
810.5057,PS(35:1)+Cl-
810.5079,PE(42:10)-H-
810.529,PC(34:5)+AcO-_PE(37:5)+AcO-
810.5783,PE(38:0)+Cl-
810.6018,PC(38:3)-H-_PE(41:3)-H-
811.4169,PI(30:3)+Cl-
811.4614,PI(28:1)+AcO-
811.5259,PG(36:1)+Cl-
811.5493,PA(40:4)+AcO-_PG(39:4)-H-
811.5527,SM(40:6)+Cl-
811.5972,SM(38:4)+AcO-
811.67,SM(42:2)-H-
812.472,PS(34:5)+AcO-
812.5001,PC(36:6)+Cl-_PE(39:6)+Cl-
