"Molecule_List_Name","Precursor_Name","Precursor_m_z","Precursor_Charge"
"Lipid","SM(36:0)",733.6219,1
"Lipid","PC-P(34:6)",734.5118,1
"Lipid","PC(32:0) or PE(35:0)",734.5699,1
"Lipid","PC-O(33:0) or PC-O(33:0)",734.6063,1
"Lipid","TG(42:3)",734.6297,1
"Lipid","PA(39:6)",735.4958,1
"Lipid","SM(37:6)",735.543,1
"Lipid","DG-H20(46:6)",735.6285,1
"Lipid","PE(36:6)",736.4911,1
"Lipid","PC-O(34:6) or PC-P(34:5)",736.5275,1
"Lipid","TG(42:2)",736.6454,1
"Lipid","PA(39:5)",737.5115,1
"Lipid","SM(37:5)",737.5587,1
"Lipid","PE(36:5)",738.5068,1
"Lipid","PC-O(34:5)",738.5432,1
"Lipid","TG(42:1)",738.6608,1
"Lipid","SM(37:4)",739.5749,1
"Lipid","PE(36:4)",740.5229,1
"Lipid","PC-P(34:3)",740.5591,1
"Lipid","TG(42:0)",740.6767,1
"Lipid","DG(43:0)",740.7131,1
"Lipid","PA(39:3)",741.5433,1
"Lipid","SM(37:3)",741.5905,1
"Lipid","PC(33:3) or PE(36:3)",742.5386,1
"Lipid","PC-O(34:3)",742.5748,1
"Lipid","DG(44:6)",742.6348,1
"Lipid","PA(40:9)",743.4645,1
"Lipid","PA(39:2)",743.559,1
"Lipid","PC(33:2) or PE(36:2)",744.5543,1
"Lipid","PC-P(34:1)",744.5904,1
"Lipid","DG(44:5)",744.6505,1
"Lipid","PA(40:8)",745.4802,1
"Lipid","SM(38:8)",745.5279,1
"Lipid","PA(39:1)",745.5746,1
"Lipid","SM(37:1)",745.6216,1
"Lipid","DG-H20(46:1)",745.7073,1
"Lipid","PC(33:1)",746.5697,1
"Lipid","PC-O(34:1)",746.6061,1
"Lipid","DG(44:4)",746.6661,1
"Lipid","PA(40:7)",747.4958,1
"Lipid","SM(38:7)",747.5428,1
"Lipid","SM(38:7)",747.5436,1
"Lipid","PA(39:0)",747.5903,1
"Lipid","SM(37:0)",747.6375,1
"Lipid","PC(33:0) or PE(36:0)",748.5856,1
"Lipid","PC-O(34:0)",748.622,1
"Lipid","TG(43:3)",748.6453,1
"Lipid","PA(40:6)",749.5115,1
"Lipid","SM(38:6)",749.5587,1
"Lipid","PE(37:6)",750.5067,1
"Lipid","PC-P(35:5)",750.5436,1
"Lipid","TG(43:2)",750.661,1
"Lipid","PA(40:5)",751.5272,1
"Lipid","SM(38:5)",751.5744,1
"Lipid","PE(37:5)",752.5224,1
"Lipid","PC-O(35:5) or PC-P(35:4)",752.5593,1
"Lipid","TG(43:1)",752.6764,1
"Lipid","CE(24:1)",752.7278,1
"Lipid","SM(38:4)",753.5906,1
"Lipid","PE(37:4)",754.5386,1
"Lipid","PC-P(35:3)",754.5747,1
"Lipid","TG(43:0)",754.6923,1
"Lipid","PA(40:3)",755.559,1
"Lipid","SM(38:3)",755.6062,1
"Lipid","PC(34:3)",756.5541,1
"Lipid","PC-O(35:3)",756.5904,1
"Lipid","TG(44:6)",756.6135,1
"Lipid","PA(40:2)",757.5744,1
"Lipid","PC(34:2)",758.57,1
"Lipid","PC-P(35:1)",758.6062,1
"Lipid","TG(44:5)",758.6292,1
"Lipid","PA(40:1)",759.5903,1
"Lipid","SM(38:1)",759.6372,1
"Lipid","PE(38:8)",760.4916,1
"Lipid","PE(37:1)",760.5853,1
"Lipid","PC-O(35:1) or PC-P(35:0)",760.6219,1
"Lipid","TG(44:4)",760.6454,1
"Lipid","SM(39:7)",761.5584,1
"Lipid","PA(40:0)",761.606,1
"Lipid","SM(38:0)",761.6532,1
"Lipid","PE(38:7)",762.5065,1
"Lipid","PE(38:7)",762.5073,1
"Lipid","PC-P(36:6)",762.5431,1
"Lipid","PE(37:0)",762.6012,1
"Lipid","PC-O(35:0)",762.6376,1
"Lipid","TG(44:3)",762.6608,1
"Lipid","phosphocholine**IS",762.6735,1
"Lipid","SM(39:6)",763.5743,1
"Lipid","PE(38:6)",764.5224,1
"Lipid","PC-O(36:6) or PC-P(36:5)",764.5588,1
"Lipid","TG(44:2)",764.6767,1
"Lipid","PA(41:5)",765.5433,1
"Lipid","SM(39:5)",765.59,1
"Lipid","PE(38:5)",766.5381,1
"Lipid","PC-O(36:5)",766.5745,1
"Lipid","TG(44:1)",766.692,1
"Lipid","DG(45:1)",766.7287,1
"Lipid","PA(42:11)",767.4645,1
"Lipid","PA(41:4)",767.559,1
"Lipid","PC(35:4) or PE(38:4)",768.5543,1
"Lipid","PC-O(36:4) or PC-P(36:3)",768.5906,1
"Lipid","DG(46:7)",768.6499,1
"Lipid","TG(44:0)",768.708,1
"Lipid","PA(42:10)",769.4802,1
"Lipid","PA(41:3)",769.5746,1
"Lipid","SM(39:3)",769.6218,1
"Lipid","PC(35:3)",770.5697,1
"Lipid","PC-O(36:3) or PC-P(36:2)",770.6063,1
"Lipid","DG(46:6)",770.6656,1
"Lipid","PA(42:9)",771.4958,1
"Lipid","SM(40:9)",771.543,1
"Lipid","PA(41:2)",771.59,1
"Lipid","SM(39:2)",771.6375,1
"Lipid","PC(35:2)",772.5856,1
"Lipid","PC-P(36:1)",772.6219,1
"Lipid","TG(45:5)",772.6453,1
"Lipid","PA(42:8)",773.5115,1
"Lipid","SM(40:8)",773.5587,1
"Lipid","PA(41:1)",773.6059,1
"Lipid","SM(39:1)",773.6531,1
"Lipid","PE(38:1)",774.6009,1
"Lipid","PC-O(36:1) or PC-P(36:0)",774.6376,1
"Lipid","TG(45:4)",774.661,1
"Lipid","SM(40:7)",775.5743,1
"Lipid","SM(39:0)",775.6688,1
"Lipid","PE(39:7)",776.5221,1
"Lipid","PC-P(37:6)",776.5587,1
"Lipid","PC(35:0) or PE(38:0)",776.6169,1
"Lipid","PC-O(36:0)",776.6533,1
"Lipid","TG(45:3)",776.6764,1
"Lipid","phosphoethanolamine**IS",776.6892,1
"Lipid","SM(40:6)",777.59,1
"Lipid","PE(39:6)",778.538,1
"Lipid","PC-O(37:6) or PC-P(37:5)",778.5744,1
"Lipid","TG(45:2)",778.6923,1
"Lipid","PA(42:5)",779.559,1
"Lipid","SM(40:5)",779.6057,1
"Lipid","PE(39:5)",780.5537,1
"Lipid","PC-O(37:5)",780.5901,1
"Lipid","TG(45:1)",780.7077,1
"Lipid","DG(46:1)",780.7444,1
"Lipid","PA(42:4)",781.5746,1
"Lipid","PC(36:4)",782.5699,1
"Lipid","PC-P(37:3)",782.6062,1
"Lipid","TG(45:0)",782.7236,1
"Lipid","PA(42:3)",783.5903,1
"Lipid","SM(40:3)",783.6375,1
"Lipid","PE(39:3)",784.5855,1
"Lipid","PC-O(37:3)",784.6219,1
"Lipid","TG(46:6)",784.6448,1
"Lipid","PA(42:2)",785.6059,1
"Lipid","SM(40:2)",785.6529,1
"Lipid","PE(40:9)",786.5067,1
"Lipid","PC-P(38:8)",786.5436,1
"Lipid","PE(39:2)",786.6012,1
"Lipid","PC-P(37:1)",786.6373,1
"Lipid","TG(46:5)",786.6605,1
"Lipid","PA(42:1)",787.6216,1
"Lipid","SM(40:1)",787.6688,1
"Lipid","PE(40:8)",788.5224,1
"Lipid","PC-P(38:7)",788.5585,1
"Lipid","PC-O(38:8) or PC-P(38:7)",788.5593,1
"Lipid","PE(39:1)",788.6168,1
"Lipid","PC-O(37:1)",788.653,1
"Lipid","TG(46:4)",788.6764,1
"Lipid","SM(40:0)",789.6845,1
"Lipid","PE(40:7)",790.538,1
"Lipid","PC-O(38:7)",790.5742,1
"Lipid","PE(39:0)",790.6325,1
"Lipid","PC-O(37:0)",790.6689,1
"Lipid","TG(46:3)",790.6923,1
"Lipid","PA(43:6)",791.5584,1
"Lipid","PC(37:6) or PE(40:6)",792.5537,1
"Lipid","PC-O(38:6) or PC-P(38:5)",792.5901,1
"Lipid","TG(46:2)",792.7077,1
"Lipid","PA(43:5)",793.5741,1
"Lipid","SM(41:5)",793.6218,1
"Lipid","PC(37:5) or PE(40:5)",794.5694,1
"Lipid","PC-O(38:5)",794.6058,1
"Lipid","TG(46:1)",794.7233,1
"Lipid","PA(44:11)",795.4953,1
"Lipid","SM(42:11)",795.543,1
"Lipid","SM(41:4)",795.6375,1
"Lipid","PC(37:4)",796.5856,1
"Lipid","PC-P(38:3)",796.6219,1
"Lipid","TG(46:0)",796.7393,1
"Lipid","SM(42:10)",797.5587,1
"Lipid","SM(41:3)",797.6531,1
"Lipid","PC(37:3) or PE(40:3)",798.6012,1
"Lipid","PC-O(38:3)",798.6376,1
"Lipid","TG(47:6)",798.6604,1
"Lipid","SM(42:9)",799.5743,1
"Lipid","SM(41:2)",799.6685,1
"Lipid","PE(40:2)",800.6166,1
"Lipid","PC-P(38:1)",800.6529,1
"Lipid","TG(47:5)",800.6761,1
"Lipid","SM(42:8)",801.59,1
"Lipid","SM(41:1)",801.6844,1
"Lipid","PC(38:8)",802.5386,1
"Lipid","PC-P(39:7)",802.5741,1
"Lipid","PC(37:1)",802.6323,1
"Lipid","PC-O(38:1)",802.6686,1
"Lipid","TG(47:4)",802.6923,1
"Lipid","PA(43:0)",803.6529,1
"Lipid","PC(38:7)",804.5535,1
"Lipid","PC(38:7)",804.5543,1
"Lipid","PC-O(39:7)",804.5898,1
"Lipid","PC(37:0) or PE(40:0)",804.6482,1
"Lipid","PC-O(38:0)",804.6846,1
"Lipid","TG(47:3)",804.7079,1
"Lipid","PA(44:6)",805.5746,1
"Lipid","PC(38:6)",806.5694,1
"Lipid","PC-O(39:6) or PC-P(39:5)",806.6057,1
"Lipid","TG(47:2)",806.7236,1
"Lipid","PA(44:5)",807.5903,1
"Lipid","SM(42:5)",807.6375,1
"Lipid","PC(38:5)",808.5851,1
"Lipid","PC-O(39:5)",808.6214,1
"Lipid","TG(48:8)",808.6453,1
"Lipid","TG(47:1)",808.739,1
"Lipid","PA(44:4)",809.6059,1
"Lipid","SM(42:4)",809.6531,1
"Lipid","PE(42:11)",810.5067,1
"Lipid","PE(41:4)",810.6012,1
"Lipid","PC-P(39:3)",810.6375,1
"Lipid","TG(48:7)",810.6602,1
"Lipid","TG(48:7)",810.661,1
"Lipid","TG(47:0)",810.7549,1
"Lipid","SM(42:3)",811.6688,1
"Lipid","PE(42:10)",812.5224,1
"Lipid","PC-P(40:9)",812.5587,1
"Lipid","PE(41:3)",812.6168,1
"Lipid","PC-O(39:3) or PC-P(39:2)",812.6532,1
"Lipid","TG(48:6)",812.6761,1
"Lipid","SM(42:2)",813.6844,1
"Lipid","PE(42:9)",814.538,1
"Lipid","PC-O(40:9) or PC-P(40:8)",814.5744,1
"Lipid","PE(41:2)",814.6322,1
"Lipid","PC-P(39:1)",814.6688,1
"Lipid","TG(48:5)",814.6918,1
"Lipid","SM(42:1)",815.7001,1
"Lipid","PE(42:8)",816.5537,1
"Lipid","PC-P(40:7)",816.59,1
"Lipid","PC(38:1)",816.6479,1
"Lipid","PC-O(39:1) or PC-P(39:0)",816.6845,1
"Lipid","TG(48:4)",816.7079,1
"Lipid","PC(39:7)",818.5691,1
"Lipid","PC-O(40:7) or PC-P(40:6)",818.6057,1
"Lipid","PC(38:0)",818.6639,1
"Lipid","PC-O(39:0)",818.7002,1
"Lipid","TG(48:3)",818.7236,1
"Lipid","SM(43:6)",819.6369,1
"Lipid","PC(39:6)",820.585,1
"Lipid","PC-O(40:6) or PC-P(40:5)",820.6214,1
"Lipid","TG(48:2)",820.739,1
"Lipid","SM(43:5)",821.6526,1
"Lipid","PC(39:5)",822.6007,1
"Lipid","PC-O(40:5)",822.6371,1
"Lipid","TG(48:1)",822.7546,1
"Lipid","SM(44:11)",823.5738,1
"Lipid","PE(42:4)",824.6168,1
"Lipid","PC-P(40:3)",824.6532,1
"Lipid","TG(49:7)",824.6758,1
"Lipid","TG_oxid(47:1)",824.7334,1
"Lipid","TG(48:0)",824.7706,1
"Lipid","PC(39:3) or PE(42:3)",826.6325,1
"Lipid","PC-P(40:2)",826.6686,1
"Lipid","TG(49:6)",826.6917,1
"Lipid","TG_oxid(47:0)",826.7493,1
"Lipid","PC(40:9)",828.5537,1
"Lipid","PE(42:2)",828.6481,1
"Lipid","PC-O(40:2)",828.6843,1
"Lipid","TG(49:5)",828.7074,1
"Lipid","PA(45:1)",829.6685,1
"Lipid","PC(40:8)",830.5694,1
"Lipid","PC(39:1) or PE(42:1)",830.6638,1
"Lipid","PC-O(40:1) or PC-P(40:0)",830.7002,1
"Lipid","TG(49:4)",830.7233,1
"Lipid","PA(46:7)",831.5897,1
"Lipid","SM(43:0)",831.7314,1
"Lipid","PC(40:7)",832.585,1
"Lipid","PC(39:0)",832.6795,1
"Lipid","TG_oxid(48:4)",832.7021,1
"Lipid","PC-O(40:0)",832.7159,1
"Lipid","TG(49:3)",832.739,1
"Lipid","PA(46:6)",833.6054,1
"Lipid","SM(44:6)",833.6531,1
"Lipid","PE(43:6)",834.6006,1
"Lipid","PC-P(41:5)",834.6375,1
"Lipid","TG(50:9)",834.6604,1
"Lipid","TG_oxid(48:3)",834.718,1
"Lipid","TG(49:2)",834.7546,1
"Lipid","SM(44:5)",835.6688,1
"Lipid","PC-P(42:11)",836.5587,1
"Lipid","PE(43:5)",836.6163,1
"Lipid","PC-O(41:5) or PC-P(41:4)",836.6532,1
"Lipid","TG(50:8)",836.6761,1
"Lipid","TG_oxid(48:2)",836.7337,1
"Lipid","TG(49:1)",836.7702,1
"Lipid","SM(44:4)",837.6844,1
"Lipid","PE(44:11)",838.5375,1
"Lipid","PC-O(42:11) or PC-P(42:10)",838.5744,1
"Lipid","PC-P(41:3)",838.6688,1
"Lipid","TG(50:7)",838.6917,1
"Lipid","TG_oxid(48:1)",838.7491,1
"Lipid","TG(49:0)",838.7862,1
"Lipid","PC-P(42:9)",840.59,1
"Lipid","PC(40:3)",840.6482,1
"Lipid","PC-P(41:2)",840.6842,1
"Lipid","TG(50:6)",840.7074,1
"Lipid","TG_oxid(48:0)",840.7649,1
"Lipid","PC-O(42:9) or PC-P(42:8)",842.6057,1
"Lipid","PC(40:2)",842.6636,1
"Lipid","PC-O(41:2)",842.6999,1
"Lipid","TG(50:5)",842.7231,1
"Lipid","PA(46:1)",843.6842,1
"Lipid","PC-O(42:8)",844.6214,1
"Lipid","PC(40:1)",844.6795,1
"Lipid","PC-O(41:1)",844.7158,1
"Lipid","TG(50:4)",844.739,1
"Lipid","PE(43:0)",846.6951,1
"Lipid","TG_oxid(49:4)",846.7177,1
"Lipid","TG(50:3)",846.7546,1
"Lipid","PE(44:6)",848.6168,1
"Lipid","PC-P(42:5)",848.6532,1
"Lipid","TG_oxid(49:3)",848.7336,1
"Lipid","TG(50:2)",848.77,1
"Lipid","PC(41:5) or PE(44:5)",850.6325,1
"Lipid","PC-P(42:4)",850.6688,1
"Lipid","TG_oxid(49:2)",850.7493,1
"Lipid","TG(50:1)",850.7859,1
"Lipid","PC(42:11)",852.5537,1
"Lipid","PE(44:4)",852.6481,1
"Lipid","PC-O(42:4) or PC-P(42:3)",852.6845,1
"Lipid","TG(51:7)",852.7071,1
"Lipid","TG_oxid(49:1)",852.7649,1
"Lipid","TG(50:0)",852.8018,1
"Lipid","PC(42:10)",854.5694,1
"Lipid","PC(41:3)",854.6638,1
"Lipid","PC-P(42:2)",854.7001,1
"Lipid","TG(51:6)",854.723,1
"Lipid","TG_oxid(49:0)",854.7806,1
"Lipid","PC(42:9)",856.585,1
"Lipid","PC(41:2)",856.6792,1
"Lipid","PC-O(42:2) or PC-P(42:1)",856.7158,1
"Lipid","TG(51:5)",856.7387,1
"Lipid","SM(45:1)",857.747,1
"Lipid","PC(42:8)",858.6007,1
"Lipid","TG(52:11)",858.6604,1
"Lipid","PC(41:1)",858.6951,1
"Lipid","TG_oxid(50:5)",858.718,1
"Lipid","PC-O(42:1)",858.7315,1
"Lipid","TG(51:4)",858.7544,1
"Lipid","SM(46:7)",859.6682,1
"Lipid","PC-P(43:6)",860.6526,1
"Lipid","TG(52:10)",860.6761,1
"Lipid","TG_oxid(50:4)",860.7336,1
"Lipid","TG(51:3)",860.7703,1
"Lipid","SM(46:6)",861.6839,1
"Lipid","PC-O(43:6) or PC-P(43:5)",862.6683,1
"Lipid","TG(52:9)",862.6917,1
"Lipid","TG_oxid(50:3)",862.7493,1
"Lipid","TG(51:2)",862.7857,1
"Lipid","PC-P(44:11)",864.5895,1
"Lipid","PC(42:5)",864.6482,1
"Lipid","PC-O(43:5)",864.684,1
"Lipid","TG(52:8)",864.7074,1
"Lipid","TG_oxid(50:2)",864.765,1
"Lipid","TG(51:1)",864.8016,1
"Lipid","PC-O(44:11)",866.6052,1
"Lipid","PC(42:4)",866.6638,1
"Lipid","TG(52:7)",866.723,1
"Lipid","TG_oxid(50:1)",866.7805,1
"Lipid","TG(51:0)",866.8175,1
"Lipid","PC(42:3)",868.6795,1
"Lipid","TG(52:6)",868.7387,1
"Lipid","TG_oxid(50:0)",868.7962,1
"Lipid","PC(42:2)",870.6951,1
"Lipid","TG_oxid(51:6)",870.7174,1
"Lipid","TG(52:5)",870.7544,1
"Lipid","SM(46:1)",871.7627,1
"Lipid","PE(45:1)",872.7107,1
"Lipid","TG_oxid(51:5)",872.7336,1
"Lipid","PC-P(43:0)",872.7471,1
"Lipid","TG(52:4)",872.7702,1
"Lipid","PE(46:7)",874.6319,1
"Lipid","PC-P(44:6)",874.6688,1
"Lipid","TG_oxid(51:4)",874.7493,1
"Lipid","PC-O(43:0)",874.7628,1
"Lipid","TG(52:3)",874.7859,1
"Lipid","PC(43:6) or PE(46:6)",876.6476,1
"Lipid","PC-O(44:6) or PC-P(44:5)",876.6845,1
"Lipid","TG_oxid(51:3)",876.7649,1
"Lipid","TG(52:2)",876.8016,1
"Lipid","PC(43:5)",878.6633,1
"Lipid","PC-P(44:4)",878.7001,1
"Lipid","TG(53:8)",878.7235,1
"Lipid","TG_oxid(51:2)",878.7806,1
"Lipid","TG(52:1)",878.8172,1
"Lipid","PC(44:11)",880.5845,1
"Lipid","PC-O(44:4)",880.7158,1
"Lipid","TG(53:7)",880.7384,1
"Lipid","TG_oxid(51:1)",880.7962,1
"Lipid","TG(52:0)",880.8331,1
"Lipid","TG_oxid(52:7)",882.718,1
"Lipid","TG(53:6)",882.7541,1
"Lipid","TG_oxid(51:0)",882.8119,1
"Lipid","TG_oxid(52:6)",884.7336,1
"Lipid","TG(53:5)",884.77,1
"Lipid","TG(54:11)",886.6912,1
"Lipid","PE(46:1)",886.7264,1
"Lipid","TG_oxid(52:5)",886.7493,1
"Lipid","TG(53:4)",886.7859,1
"Lipid","TG(54:10)",888.7074,1
"Lipid","PC(43:0)",888.7421,1
"Lipid","TG_oxid(52:4)",888.765,1
"Lipid","TG(53:3)",888.8016,1
"Lipid","PC(44:6)",890.6638,1
"Lipid","TG(54:9)",890.723,1
"Lipid","TG_oxid(52:3)",890.7806,1
"Lipid","TG(53:2)",890.8172,1
"Lipid","PC(44:5)",892.6795,1
"Lipid","TG(54:8)",892.7387,1
"Lipid","TG_oxid(52:2)",892.7963,1
"Lipid","TG(53:1)",892.8329,1
"Lipid","PC(44:4)",894.6951,1
"Lipid","TG(54:7)",894.7541,1
"Lipid","TG_oxid(52:1)",894.8117,1
"Lipid","TG(53:0)",894.8487,1
"Lipid","TG_oxid(53:7)",896.7336,1
"Lipid","TG(54:6)",896.7698,1
"Lipid","TG_oxid(52:0)",896.8275,1
"Lipid","TG_oxid(53:6)",898.7492,1
"Lipid","PC-P(45:1)",898.7627,1
"Lipid","TG(54:5)",898.7856,1
"Lipid","PC-P(46:7)",900.6839,1
"Lipid","TG_oxid(53:5)",900.7649,1
"Lipid","PC-O(45:1)",900.7784,1
"Lipid","TG(54:4)",900.8015,1
"Lipid","PC-O(46:7) or PC-P(46:6)",902.6996,1
"Lipid","TG_oxid(53:4)",902.7806,1
"Lipid","TG(54:3)",902.8175,1
"Lipid","PC-O(46:6)",904.7153,1
"Lipid","TG(55:9)",904.7386,1
"Lipid","TG_oxid(53:3)",904.7962,1
"Lipid","TG(54:2)",904.8326,1
"Lipid","TG_oxid(54:9)",906.7177,1
"Lipid","TG(55:8)",906.7543,1
"Lipid","TG_oxid(53:2)",906.8119,1
"Lipid","TG(54:1)",906.8485,1
"Lipid","TG_oxid(54:8)",908.7334,1
"Lipid","TG(55:7)",908.7697,1
"Lipid","TG_oxid(53:1)",908.8275,1
"Lipid","TG(54:0)",908.8644,1
"Lipid","TG_oxid(54:7)",910.7493,1
"Lipid","TG(55:6)",910.7854,1
"Lipid","TG_oxid(53:0)",910.8432,1
"Lipid","TG_oxid(54:6)",912.765,1
"Lipid","PC-P(46:1)",912.7784,1
"Lipid","TG(55:5)",912.8013,1
"Lipid","TG(56:11)",914.7225,1
"Lipid","PC(45:1)",914.7577,1
"Lipid","TG_oxid(54:5)",914.7806,1
"Lipid","PC-O(46:1)",914.7941,1
"Lipid","TG(55:4)",914.8172,1
"Lipid","PC(46:7)",916.6789,1
"Lipid","TG(56:10)",916.7384,1
"Lipid","TG_oxid(54:4)",916.7963,1
"Lipid","TG(55:3)",916.8331,1
"Lipid","PC(46:6)",918.6946,1
"Lipid","TG(56:9)",918.7541,1
"Lipid","TG_oxid(54:3)",918.8119,1
"Lipid","TG(55:2)",918.8483,1
"Lipid","TG_oxid(55:9)",920.7336,1
"Lipid","TG(56:8)",920.7697,1
"Lipid","TG_oxid(54:2)",920.8276,1
"Lipid","TG(55:1)",920.8641,1
"Lipid","TG_oxid(55:8)",922.7487,1
"Lipid","TG(56:7)",922.7853,1
"Lipid","TG_oxid(54:1)",922.8432,1
"Lipid","TG(55:0)",922.8801,1
"Lipid","TG_oxid(55:7)",924.7649,1
"Lipid","TG(56:6)",924.801,1
"Lipid","TG_oxid(54:0)",924.8588,1
"Lipid","TG_oxid(55:6)",926.7805,1
"Lipid","TG(56:5)",926.817,1
"Lipid","TG(57:11)",928.7386,1
"Lipid","PC(46:1)",928.7734,1
"Lipid","TG_oxid(55:5)",928.7962,1
"Lipid","TG(56:4)",928.8329,1
"Lipid","TG(57:10)",930.754,1
"Lipid","TG_oxid(55:4)",930.8119,1
"Lipid","TG(56:3)",930.8485,1
"Lipid","TG_oxid(56:10)",932.7334,1
"Lipid","TG(57:9)",932.7697,1
"Lipid","TG_oxid(55:3)",932.8275,1
"Lipid","TG(56:2)",932.8641,1
"Lipid","TG_oxid(56:9)",934.7493,1
"Lipid","TG(57:8)",934.7853,1
"Lipid","TG_oxid(55:2)",934.8432,1
"Lipid","TG(56:1)",934.8799,1
"Lipid","TG_oxid(56:8)",936.7649,1
"Lipid","TG(57:7)",936.801,1
"Lipid","TG_oxid(55:1)",936.8588,1
"Lipid","TG(56:0)",936.8958,1
"Lipid","TG_oxid(56:7)",938.7806,1
"Lipid","TG(57:6)",938.8167,1
"Lipid","TG_oxid(55:0)",938.8745,1
"Lipid","TG(58:12)",940.7384,1
"Lipid","TG_oxid(56:6)",940.7963,1
"Lipid","TG(57:5)",940.8326,1
"Lipid","TG(58:11)",942.7538,1
"Lipid","TG_oxid(56:5)",942.8119,1
"Lipid","TG(57:4)",942.8485,1
"Lipid","TG(58:10)",944.7697,1
"Lipid","TG_oxid(56:4)",944.8276,1
"Lipid","TG(57:3)",944.8644,1
"Lipid","TG_oxid(57:10)",946.7487,1
"Lipid","TG(58:9)",946.7854,1
"Lipid","TG_oxid(56:3)",946.8432,1
"Lipid","TG(57:2)",946.8798,1
"Lipid","TG_oxid(57:9)",948.7644,1
"Lipid","TG(58:8)",948.8013,1
"Lipid","TG_oxid(56:2)",948.8589,1
"Lipid","TG(57:1)",948.8955,1
"Lipid","TG_oxid(57:8)",950.78,1
"Lipid","TG(58:7)",950.8169,1
"Lipid","TG_oxid(56:1)",950.8745,1
"Lipid","TG(57:0)",950.9114,1
"Lipid","TG_oxid(57:7)",952.7956,1
"Lipid","TG(58:6)",952.8326,1
"Lipid","TG_oxid(56:0)",952.8901,1
"Lipid","TG(59:12)",954.754,1
"Lipid","TG_oxid(57:6)",954.8113,1
"Lipid","TG(58:5)",954.8482,1
"Lipid","TG(59:11)",956.7694,1
"Lipid","TG_oxid(57:5)",956.8275,1
"Lipid","TG(58:4)",956.8641,1
"Lipid","TG_oxid(58:11)",958.7487,1
"Lipid","TG(59:10)",958.7853,1
"Lipid","TG_oxid(57:4)",958.8432,1
"Lipid","TG(58:3)",958.8798,1
"Lipid","TG_oxid(58:10)",960.7649,1
"Lipid","TG(59:9)",960.801,1
"Lipid","TG_oxid(57:3)",960.8588,1
"Lipid","TG(58:2)",960.8954,1
"Lipid","TG_oxid(58:9)",962.7806,1
"Lipid","TG(59:8)",962.8169,1
"Lipid","TG_oxid(57:2)",962.8745,1
"Lipid","TG(58:1)",962.9114,1
"Lipid","TG(60:14)",964.7386,1
"Lipid","TG_oxid(58:8)",964.7957,1
"Lipid","TG(59:7)",964.8323,1
"Lipid","TG(59:7)",964.8331,1
"Lipid","TG_oxid(57:1)",964.8901,1
"Lipid","TG(58:0)",964.927,1
"Lipid","TG(60:13)",966.7543,1
"Lipid","TG_oxid(58:7)",966.8114,1
"Lipid","TG(59:6)",966.8482,1
"Lipid","TG_oxid(57:0)",966.9058,1
"Lipid","TG(60:12)",968.7692,1
"Lipid","TG_oxid(58:6)",968.8275,1
"Lipid","TG(59:5)",968.8639,1
"Lipid","TG(60:11)",970.7851,1
"Lipid","TG_oxid(58:5)",970.8432,1
"Lipid","TG(59:4)",970.8798,1
"Lipid","TG_oxid(59:11)",972.7638,1
"Lipid","TG(60:10)",972.8012,1
"Lipid","TG_oxid(58:4)",972.8589,1
"Lipid","TG(59:3)",972.8954,1
"Lipid","TG_oxid(59:10)",974.78,1
"Lipid","TG(60:9)",974.8169,1
"Lipid","TG_oxid(58:3)",974.8745,1
"Lipid","TG(59:2)",974.9113,1
"Lipid","TG(60:8)",976.8326,1
"Lipid","TG_oxid(58:2)",976.8902,1
"Lipid","TG(59:1)",976.927,1
"Lipid","TG(60:7)",978.848,1
"Lipid","TG_oxid(58:1)",978.9058,1
"Lipid","TG(59:0)",978.9427,1
"Lipid","TG_oxid(59:7)",980.8275,1
"Lipid","TG(60:6)",980.8636,1
"Lipid","TG_oxid(60:13)",982.7487,1
"Lipid","TG(61:12)",982.7848,1
"Lipid","TG_oxid(59:6)",982.8431,1
"Lipid","TG(60:5)",982.8798,1
"Lipid","TG_oxid(60:12)",984.7644,1
"Lipid","TG(61:11)",984.8007,1
"Lipid","TG_oxid(59:5)",984.8588,1
"Lipid","TG(60:4)",984.8957,1
"Lipid","TG_oxid(60:11)",986.78,1
"Lipid","TG_oxid(59:4)",986.8745,1
"Lipid","TG(60:3)",986.9114,1
"Lipid","TG_oxid(60:10)",988.7957,1
"Lipid","TG(61:9)",988.8325,1
"Lipid","TG(60:2)",988.927,1
"Lipid","TG(62:15)",990.7543,1
"Lipid","TG_oxid(60:9)",990.8114,1
"Lipid","TG(61:8)",990.8482,1
"Lipid","TG(60:1)",990.9424,1
"Lipid","TG(62:14)",992.7694,1
"Lipid","TG_oxid(60:8)",992.8275,1
"Lipid","TG(61:7)",992.8636,1
"Lipid","TG_oxid(59:1)",992.9214,1
"Lipid","TG(60:0)",992.9583,1
"Lipid","TG(62:13)",994.7851,1
"Lipid","TG_oxid(60:7)",994.8432,1
"Lipid","TG(61:6)",994.8793,1
"Lipid","TG(62:12)",996.8007,1
"Lipid","TG_oxid(60:6)",996.8589,1
"Lipid","TG(61:5)",996.8954,1
"Lipid","TG(62:11)",998.8164,1
"Lipid","TG_oxid(60:5)",998.8745,1
"Lipid","TG(61:4)",998.9113,1
"Lipid","TG_oxid(60:4)",1000.8902,1
"Lipid","TG(61:3)",1000.927,1
"Lipid","TG(62:9)",1002.8487,1
"Lipid","TG_oxid(60:3)",1002.9058,1
